P-256_Time_ms,P-256_Bytes_Total,x25519_Time_ms,x25519_Bytes_Total,p256_mlkem512_Time_ms,p256_mlkem512_Bytes_Total,x25519_mlkem512_Time_ms,x25519_mlkem512_Bytes_Total,mlkem512_Time_ms,mlkem512_Bytes_Total
1.89,0,1.77,0,9.38,0,2.42,0,2.03,0
2.09,0,1.5,0,10.96,0,2.04,0,1.69,0
1.71,0,1.58,0,7.72,0,2.0,0,1.85,0
2.17,0,2.5,0,8.0,0,1.9,0,1.72,0
1.65,0,1.48,0,11.42,0,1.97,0,1.62,0
1.68,0,1.56,0,7.0,0,1.95,0,1.69,0
2.56,0,2.4,0,7.45,0,1.93,0,1.7,0
1.68,0,1.54,0,6.93,0,1.98,0,1.7,0
1.65,0,1.56,0,7.31,0,1.93,0,1.77,0
2.2,0,1.74,0,7.56,0,1.86,0,1.73,0
1.64,0,1.51,0,6.99,0,1.92,0,1.74,0
1.68,0,1.5,0,7.29,0,1.96,0,1.79,0
2.09,0,2.31,0,8.67,0,1.91,0,1.72,0
1.65,0,1.53,0,11.41,0,2.04,0,1.7,0
1.64,0,1.56,0,9.97,0,2.19,0,1.89,0
1.64,0,2.35,0,7.02,0,1.93,0,1.7,0
1.63,0,1.62,0,6.96,0,2.07,0,1.71,0
1.73,0,1.58,0,10.84,0,1.95,0,1.66,0
1.7,0,2.28,0,8.85,0,1.99,0,1.71,0
1.67,0,1.57,0,8.87,0,2.34,0,1.67,0
1.71,0,1.55,0,7.54,0,2.44,0,1.67,0
1.71,0,2.76,0,11.04,0,2.19,0,1.69,0
1.7,0,1.55,0,10.73,0,2.35,0,1.64,0
1.7,0,1.63,0,9.05,0,1.83,0,1.63,0
1.67,0,2.17,0,8.09,0,1.91,0,1.65,0
1.62,0,1.52,0,8.56,0,2.23,0,1.65,0
1.69,0,1.52,0,7.51,0,1.9,0,1.66,0
1.71,0,1.88,0,7.93,0,1.95,0,1.62,0
1.63,0,1.55,0,7.95,0,2.0,0,1.64,0
1.74,0,1.62,0,7.18,0,1.96,0,1.63,0
1.66,0,2.4,0,6.99,0,1.9,0,1.7,0
1.66,0,1.59,0,7.31,0,2.29,0,1.65,0
1.8,0,1.54,0,6.95,0,1.89,0,1.64,0
1.65,0,2.79,0,6.97,0,2.37,0,1.63,0
1.68,0,1.54,0,7.48,0,1.96,0,1.7,0
1.86,0,1.56,0,7.15,0,2.7,0,1.7,0
1.72,0,2.39,0,7.03,0,1.94,0,1.67,0
1.63,0,1.57,0,9.5,0,1.89,0,1.68,0
1.82,0,1.52,0,8.12,0,2.08,0,1.67,0
1.6,0,1.81,0,8.95,0,2.18,0,1.69,0
1.61,0,1.59,0,7.64,0,1.91,0,1.65,0
1.85,0,1.5,0,8.16,0,2.03,0,1.7,0
1.72,0,1.8,0,7.89,0,1.89,0,1.68,0
1.77,0,1.59,0,7.77,0,2.07,0,1.65,0
1.66,0,1.57,0,7.34,0,2.0,0,1.73,0
1.7,0,1.98,0,7.25,0,1.91,0,1.67,0
1.66,0,1.6,0,7.28,0,2.06,0,1.7,0
1.82,0,1.55,0,7.19,0,1.96,0,1.67,0
2.25,0,1.74,0,7.06,0,1.98,0,1.58,0
1.64,0,1.53,0,7.26,0,2.0,0,1.68,0
1.74,0,1.55,0,7.08,0,1.97,0,1.71,0
1.84,0,1.86,0,7.12,0,1.94,0,1.59,0
1.64,0,1.53,0,7.09,0,1.97,0,1.61,0
