P-256_Time_ms,P-256_Bytes_Total,x25519_Time_ms,x25519_Bytes_Total,p256_mlkem512_Time_ms,p256_mlkem512_Bytes_Total,x25519_mlkem512_Time_ms,x25519_mlkem512_Bytes_Total,mlkem512_Time_ms,mlkem512_Bytes_Total
2.31,0,2.0,0,17.25,0,5.99,0,2.58,0
2.1,0,1.65,0,9.47,0,3.22,0,2.14,0
2.53,0,2.23,0,8.77,0,4.56,0,2.25,0
2.12,0,2.12,0,9.99,0,3.73,0,2.56,0
2.37,0,2.08,0,11.0,0,5.07,0,1.94,0
2.05,0,1.7,0,8.95,0,3.23,0,1.67,0
2.09,0,2.03,0,9.41,0,3.32,0,2.07,0
2.01,0,1.85,0,10.59,0,3.29,0,1.89,0
2.4,0,1.8,0,8.49,0,4.51,0,1.57,0
2.17,0,1.74,0,10.79,0,3.31,0,1.91,0
2.01,0,2.14,0,8.72,0,3.16,0,1.86,0
1.99,0,2.02,0,13.32,0,3.25,0,2.38,0
2.2,0,2.18,0,8.49,0,3.17,0,2.12,0
1.81,0,1.75,0,9.69,0,3.62,0,1.95,0
2.34,0,2.45,0,9.23,0,3.45,0,2.13,0
2.18,0,1.93,0,9.28,0,3.08,0,1.59,0
1.95,0,1.68,0,8.38,0,3.22,0,2.62,0
1.91,0,1.63,0,9.42,0,4.26,0,1.84,0
2.37,0,1.9,0,10.68,0,3.57,0,1.91,0
1.9,0,1.66,0,8.73,0,4.47,0,2.59,0
2.07,0,2.12,0,9.95,0,3.36,0,1.7,0
2.24,0,1.88,0,9.23,0,3.71,0,1.6,0
2.36,0,1.74,0,8.61,0,3.16,0,1.86,0
2.47,0,2.08,0,9.42,0,3.61,0,1.64,0
2.49,0,1.66,0,8.62,0,5.9,0,1.66,0
1.92,0,1.68,0,8.53,0,3.41,0,1.71,0
2.52,0,1.75,0,8.36,0,3.09,0,1.66,0
1.87,0,1.7,0,9.74,0,4.06,0,1.8,0
1.8,0,1.65,0,8.79,0,4.44,0,2.53,0
1.92,0,1.83,0,13.88,0,4.15,0,1.59,0
2.08,0,1.7,0,8.56,0,4.23,0,1.71,0
1.85,0,1.64,0,8.51,0,3.98,0,1.73,0
