P-521_Time_ms,P-521_Bytes_Total,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,mlkem1024_Time_ms,mlkem1024_Bytes_Total
17.12,0,26.62,0,8.2,0
17.37,0,23.81,0,8.38,0
17.82,0,25.29,0,8.56,0
17.11,0,24.33,0,8.68,0
17.53,0,23.91,0,8.96,0
17.89,0,23.25,0,8.9,0
17.62,0,23.46,0,8.66,0
17.86,0,25.09,0,8.98,0
16.98,0,23.63,0,8.49,0
17.2,0,24.0,0,8.13,0
16.18,0,24.68,0,8.15,0
17.17,0,24.34,0,8.21,0
17.29,0,24.54,0,7.87,0
18.99,0,24.69,0,7.93,0
18.92,0,24.58,0,7.95,0
17.55,0,24.62,0,7.94,0
18.28,0,23.73,0,8.39,0
17.9,0,23.75,0,8.32,0
17.49,0,26.16,0,8.5,0
17.66,0,24.25,0,11.41,0
18.59,0,23.76,0,8.74,0
18.39,0,25.2,0,8.39,0
18.07,0,23.97,0,8.58,0
17.62,0,24.04,0,8.22,0
17.51,0,24.07,0,9.37,0
17.66,0,23.25,0,8.59,0
16.51,0,24.27,0,8.08,0
16.76,0,23.98,0,7.97,0
17.81,0,24.47,0,7.97,0
17.71,0,24.07,0,8.33,0
17.2,0,23.4,0,8.17,0
17.84,0,24.23,0,8.94,0
17.09,0,24.03,0,8.69,0
16.86,0,23.59,0,8.61,0
17.76,0,23.89,0,9.77,0
17.19,0,23.81,0,9.03,0
17.72,0,23.99,0,9.32,0
17.33,0,24.54,0,8.25,0
17.63,0,23.67,0,8.17,0
17.48,0,25.41,0,8.08,0
16.43,0,24.76,0,7.99,0
16.92,0,24.45,0,8.41,0
17.18,0,24.66,0,9.01,0
17.01,0,23.8,0,8.34,0
16.23,0,23.11,0,9.08,0
16.52,0,23.88,0,9.68,0
17.47,0,24.77,0,8.77,0
16.9,0,24.43,0,8.31,0
16.46,0,23.54,0,8.36,0
17.09,0,23.64,0,8.27,0
17.56,0,23.98,0,8.43,0
17.3,0,23.71,0,8.74,0
16.81,0,23.49,0,8.72,0
16.55,0,23.23,0,7.8,0
16.06,0,23.61,0,8.12,0
17.56,0,23.52,0,7.97,0
17.53,0,23.73,0,7.97,0
16.47,0,23.59,0,7.88,0
17.48,0,23.47,0,7.94,0
17.51,0,24.26,0,8.67,0
17.2,0,23.94,0,8.19,0
17.23,0,23.48,0,8.25,0
16.86,0,23.3,0,8.26,0
17.55,0,25.22,0,8.97,0
16.44,0,24.48,0,8.16,0
16.79,0,25.05,0,8.31,0
17.07,0,25.38,0,9.22,0
17.31,0,24.34,0,9.18,0
16.13,0,24.2,0,8.91,0
16.76,0,25.56,0,8.44,0
16.29,0,24.49,0,8.37,0
16.38,0,24.16,0,8.65,0
16.03,0,23.92,0,8.65,0
16.89,0,23.78,0,8.44,0
16.76,0,23.89,0,8.31,0
16.8,0,23.98,0,9.65,0
16.93,0,24.84,0,8.18,0
16.02,0,24.71,0,8.6,0
16.88,0,24.92,0,7.89,0
16.91,0,24.24,0,7.92,0
17.22,0,24.12,0,8.04,0
16.64,0,24.13,0,8.1,0
17.47,0,24.56,0,8.18,0
16.11,0,23.86,0,8.11,0
16.15,0,25.17,0,8.18,0
15.97,0,24.17,0,9.17,0
16.2,0,23.88,0,8.93,0
16.97,0,24.77,0,8.36,0
16.74,0,23.77,0,8.62,0
16.65,0,24.62,0,8.87,0
17.12,0,24.15,0,8.86,0
16.38,0,24.05,0,8.49,0
16.08,0,23.32,0,8.61,0
16.31,0,23.84,0,7.93,0
17.42,0,25.38,0,7.9,0
16.19,0,24.55,0,7.94,0
16.19,0,25.26,0,7.99,0
16.48,0,23.72,0,7.91,0
16.48,0,23.3,0,7.97,0
16.94,0,23.16,0,8.93,0
16.75,0,23.26,0,9.01,0
17.79,0,24.25,0,9.18,0
17.29,0,24.27,0,8.51,0
16.58,0,23.76,0,8.62,0
16.94,0,24.23,0,8.91,0
16.43,0,24.25,0,8.37,0
16.85,0,24.17,0,8.18,0
16.61,0,23.97,0,8.62,0
16.52,0,24.26,0,8.43,0
17.57,0,24.28,0,8.38,0
15.97,0,23.89,0,7.93,0
17.23,0,24.25,0,8.03,0
16.41,0,24.7,0,7.98,0
16.57,0,24.27,0,7.99,0
