P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
9.01,5.58,18.71,6.75,6.0
8.51,5.47,15.3,5.79,4.55
8.53,6.45,15.96,6.17,4.33
8.63,6.24,15.32,6.92,4.37
9.19,5.81,15.72,6.57,5.16
10.16,5.07,14.94,6.69,4.45
9.78,5.11,15.42,6.8,5.11
9.74,5.11,15.39,6.93,5.09
9.09,5.23,15.53,6.11,4.5
8.95,5.24,15.79,5.94,4.42
8.5,5.23,16.43,5.94,4.37
8.55,5.29,16.77,5.89,4.36
8.56,5.24,15.9,5.92,4.43
9.99,5.29,16.01,5.91,5.75
9.77,5.89,15.62,5.92,5.72
9.24,5.97,16.14,5.93,4.41
10.04,6.43,15.57,5.89,4.54
8.79,6.22,15.98,5.86,4.53
8.8,5.3,15.63,5.86,4.58
9.21,5.09,16.02,5.98,4.66
9.82,5.08,15.74,5.93,4.57
9.56,5.21,16.57,6.04,5.15
10.07,5.04,16.31,6.4,5.12
9.46,5.13,16.03,7.38,5.36
8.75,5.82,16.3,6.09,4.38
8.84,5.63,15.54,6.8,4.39
10.02,5.74,15.91,6.03,4.4
9.71,5.1,16.2,6.08,4.48
9.84,6.17,15.86,7.05,5.33
11.41,5.12,15.86,6.7,5.34
8.58,5.07,15.45,7.01,4.39
8.59,5.06,15.63,6.88,4.38
8.55,5.04,15.32,6.96,4.41
8.87,5.13,15.68,6.27,4.33
10.31,5.85,17.3,5.92,4.85
9.95,5.89,15.83,5.94,5.46
9.03,6.01,14.83,5.9,5.34
8.54,5.14,16.05,5.9,5.4
8.46,5.13,15.4,5.98,4.38
8.67,5.08,16.57,5.94,4.39
8.98,5.09,15.42,5.95,4.36
9.36,5.08,15.32,6.06,4.6
9.13,5.15,14.93,6.08,4.47
8.8,5.51,15.4,6.8,5.53
9.2,5.75,14.67,6.1,5.15
8.92,5.39,15.03,6.08,4.44
8.8,6.02,14.99,6.09,4.42
8.96,5.28,16.28,6.06,4.38
8.53,5.09,15.79,6.06,4.37
8.53,5.11,17.12,5.9,4.76
8.98,5.06,15.76,5.91,5.25
9.12,5.22,15.42,5.94,4.67
9.38,5.15,14.18,6.06,4.43
8.87,5.76,15.97,6.23,4.81
9.85,6.0,15.46,6.48,4.38
9.38,6.36,15.14,7.0,4.52
8.54,5.07,15.7,6.97,5.2
8.49,5.06,15.21,6.23,5.34
8.54,5.03,15.08,6.03,4.74
8.89,5.07,15.64,5.89,4.42
8.87,5.22,15.43,5.91,4.41
10.81,5.21,16.0,5.92,4.43
8.93,5.54,15.34,6.14,4.48
9.31,5.52,16.93,5.9,5.53
8.89,5.5,14.75,5.96,4.42
8.75,5.13,15.69,5.94,4.41
8.92,5.1,14.78,6.09,4.37
8.98,5.05,14.8,6.55,4.36
8.53,5.18,15.62,6.84,4.48
10.21,5.2,16.12,8.57,5.02
9.45,5.87,15.62,7.79,4.86
9.83,5.82,15.91,5.99,4.41
8.91,6.33,14.93,6.13,4.34
9.33,5.09,16.22,7.08,4.79
9.37,5.11,14.91,7.16,4.6
8.57,5.12,15.3,6.96,4.84
8.53,5.07,15.34,7.19,4.32
8.53,5.08,15.23,7.17,4.4
9.44,5.25,16.52,6.99,4.36
9.89,5.93,15.62,6.85,4.36
9.8,5.92,15.85,6.34,4.49
9.61,5.9,14.92,6.24,5.37
8.65,5.09,14.99,6.0,5.03
8.55,5.14,15.15,5.88,4.48
8.53,5.11,15.23,5.93,4.41
8.37,5.11,15.3,5.9,4.39
9.85,5.11,15.04,5.98,4.42
9.68,5.11,15.59,5.96,4.38
9.62,5.12,14.96,5.92,5.58
8.97,5.16,15.57,5.86,5.15
9.04,5.23,16.68,5.89,5.94
8.74,6.17,15.18,5.88,4.44
9.15,5.47,15.36,5.96,4.36
8.29,5.87,15.05,5.97,4.38
8.23,5.54,15.54,6.18,4.5
8.5,4.93,14.94,6.24,4.89
8.35,4.95,15.23,7.02,5.44
8.59,4.94,15.61,6.58,4.57
9.27,5.05,15.34,6.85,4.42
8.88,5.08,16.25,6.96,4.34
8.87,5.24,15.37,7.01,4.42
9.73,5.15,15.75,6.48,4.43
9.0,6.08,16.54,6.96,5.52
8.42,5.73,16.02,5.94,5.48
8.28,5.5,15.89,5.94,4.43
8.31,5.09,16.01,6.51,4.41
8.11,5.08,16.21,5.91,4.39
8.28,5.05,15.83,6.77,4.47
8.27,5.1,16.03,5.89,4.74
8.69,5.12,15.5,5.96,5.08
8.83,5.63,15.01,5.88,4.4
9.14,6.01,15.54,5.93,4.83
9.15,5.35,15.78,5.92,4.35
9.26,5.01,15.58,5.9,4.29
9.21,5.08,15.05,5.91,4.47
8.66,5.07,15.12,5.86,5.17
9.5,5.04,15.92,5.91,5.67
8.38,5.03,15.25,5.91,4.8
8.18,5.25,16.21,6.06,4.42
8.4,5.63,17.21,6.2,4.4
9.1,6.04,15.05,6.64,4.72
9.66,5.94,15.14,6.17,4.44
9.39,5.03,15.02,6.71,5.22
9.21,5.09,15.14,5.8,5.51
9.4,5.08,15.18,5.69,4.84
9.05,5.05,15.17,5.89,4.46
8.56,5.09,15.57,5.83,4.44
8.44,5.1,15.2,5.74,4.44
8.54,5.42,15.42,5.86,4.98
9.39,5.95,15.36,5.89,6.26
9.48,5.85,15.81,5.89,4.93
9.41,5.44,14.96,6.07,4.39
9.32,5.19,14.95,6.99,4.31
9.56,5.0,14.61,6.87,4.33
8.7,5.06,14.48,6.4,4.36
8.54,5.07,16.05,7.07,5.11
8.55,5.09,15.07,6.73,4.64
9.62,5.33,15.69,7.06,4.45
9.84,5.9,15.3,6.91,4.38
9.52,6.14,15.72,6.62,4.28
9.25,5.79,15.25,5.91,4.33
8.55,5.82,15.46,5.88,5.25
8.49,5.14,15.51,5.91,4.87
10.07,5.13,15.75,5.9,4.21
9.91,5.13,15.35,5.83,4.25
9.78,5.08,16.23,5.89,4.73
9.55,5.08,15.73,5.9,4.82
8.23,5.12,15.21,5.87,5.37
8.72,5.34,15.45,6.01,4.98
8.16,6.14,15.49,6.43,4.41
7.96,5.51,15.29,6.01,4.37
8.25,5.8,15.89,6.01,4.38
8.29,5.11,16.29,7.09,4.57
8.9,5.12,15.07,7.03,5.02
9.2,5.05,15.6,6.93,4.91
9.66,4.92,14.74,6.97,4.24
9.81,5.05,15.6,6.66,4.28
9.46,5.27,14.99,6.71,4.38
9.49,5.89,15.31,6.44,4.43
8.99,5.84,15.08,6.08,5.34
8.49,5.89,15.18,5.91,4.71
8.12,5.34,16.11,5.78,4.29
8.63,5.09,15.42,5.8,4.37
9.26,5.12,15.36,5.8,4.4
9.1,5.05,14.98,5.87,4.47
9.27,5.08,14.97,5.91,5.19
9.45,5.03,14.73,5.9,4.76
8.95,5.3,15.37,6.38,4.46
9.3,5.77,13.77,6.48,4.37
9.24,5.95,14.75,7.12,4.41
