P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.66,4.9,15.39,6.13,4.87
8.29,5.1,16.07,5.71,4.43
8.28,5.98,15.52,5.72,4.39
8.18,6.0,15.62,5.71,4.41
8.32,5.39,15.18,5.68,4.4
7.9,4.96,15.6,5.72,5.45
8.81,4.97,15.32,5.84,5.51
9.16,4.91,15.1,6.0,4.59
9.65,4.94,14.77,6.7,4.35
9.02,5.02,14.98,6.95,4.21
9.09,5.43,15.06,6.56,4.25
9.04,6.04,15.24,5.65,5.28
9.9,5.0,14.77,5.5,5.24
8.61,5.19,17.18,5.68,4.42
8.77,5.07,14.23,5.88,4.37
8.59,5.46,15.04,5.87,4.46
8.23,4.9,14.83,5.69,4.39
8.24,5.61,14.88,5.89,4.38
8.27,5.95,15.02,6.6,5.39
8.63,5.85,14.91,6.38,4.98
9.6,4.94,14.93,6.53,4.42
9.35,4.95,14.28,5.78,4.37
8.93,4.87,14.51,5.72,4.63
9.37,4.87,14.84,6.03,4.43
9.08,4.95,15.65,5.69,4.39
8.95,5.41,15.12,5.64,4.79
8.91,5.64,15.86,5.74,5.57
8.77,5.01,14.09,5.69,5.42
8.22,4.98,14.86,5.71,5.13
8.25,4.98,15.38,6.1,4.41
8.24,4.89,14.77,6.14,4.42
8.28,5.08,15.73,6.57,4.33
8.31,4.95,15.39,6.24,4.36
8.78,6.1,15.77,7.06,4.54
8.88,5.65,15.6,6.12,4.87
8.96,4.93,15.84,5.69,4.42
8.99,4.93,14.67,5.74,4.41
8.98,4.87,17.08,5.67,4.38
8.77,4.89,15.47,5.74,4.36
8.98,4.92,15.42,5.73,4.46
8.63,5.71,15.05,5.68,5.58
8.89,5.67,15.7,5.68,5.18
8.48,4.91,15.86,5.7,4.88
8.44,4.96,15.05,6.03,4.21
8.2,4.84,14.76,6.44,4.24
8.37,4.92,15.14,6.4,4.38
8.28,4.92,15.37,7.63,4.64
8.26,4.92,15.14,6.36,5.37
8.81,6.01,14.63,6.39,4.3
9.23,5.65,14.84,5.79,4.83
9.21,5.2,14.81,5.75,4.24
8.77,5.04,13.84,5.72,4.25
9.3,4.74,14.21,5.72,4.92
8.81,4.99,14.33,5.91,4.71
9.19,5.04,14.22,5.83,4.24
9.15,5.94,13.93,5.97,4.28
8.3,5.45,14.83,5.84,4.18
8.19,5.22,15.08,5.62,4.28
8.25,4.88,14.55,6.08,4.67
9.85,4.89,15.49,5.95,4.01
8.69,4.96,14.7,6.47,4.16
8.98,4.91,15.26,5.68,4.29
9.25,4.98,15.32,5.36,4.61
9.91,5.84,15.56,5.58,5.54
9.27,5.77,15.39,5.54,4.26
8.66,4.72,15.3,5.77,4.19
9.12,4.72,14.75,6.1,4.27
8.75,4.84,15.12,6.23,4.37
8.93,4.9,15.05,6.24,4.77
8.78,5.23,15.35,5.91,5.2
8.81,5.87,15.44,5.54,4.35
8.26,6.12,15.49,5.68,4.24
8.36,4.69,15.05,5.76,4.88
8.22,4.92,15.7,5.49,4.28
8.24,4.89,15.18,5.65,5.24
9.11,4.89,15.77,5.96,4.73
8.53,4.92,15.69,6.52,4.23
8.61,4.89,15.56,6.26,4.22
9.4,5.17,15.38,7.04,4.33
8.54,5.41,15.23,9.37,5.2
8.88,5.1,15.92,6.68,5.47
8.39,4.94,15.24,5.73,5.73
8.8,4.81,14.7,5.78,4.24
8.03,4.93,15.24,5.48,4.19
8.2,4.9,15.16,5.7,4.28
8.07,4.92,14.44,5.71,4.42
8.02,5.18,15.03,6.13,5.09
7.97,5.32,14.71,5.67,5.61
8.46,5.93,14.76,5.88,4.44
9.18,4.91,14.82,5.99,4.37
9.46,4.92,14.0,5.72,4.37
9.19,4.84,14.18,6.17,4.42
9.43,4.92,13.86,6.39,4.59
9.25,5.5,13.83,6.7,5.29
8.27,5.9,14.37,6.9,4.8
8.59,5.11,14.45,6.82,4.41
8.58,4.91,14.27,6.05,4.24
8.18,4.91,14.49,5.71,4.33
8.28,4.9,13.81,5.73,4.34
7.99,4.93,14.97,5.72,5.06
7.96,5.94,14.62,5.72,4.85
8.0,5.83,15.13,5.66,4.26
7.97,4.98,15.79,5.68,4.21
7.98,4.77,15.64,5.71,4.31
7.99,4.82,15.06,5.76,4.4
7.97,4.94,14.5,6.25,5.38
8.09,4.91,15.34,6.67,4.31
8.03,5.94,14.71,6.41,4.26
7.59,5.48,17.42,6.54,4.2
7.95,8.0,14.41,5.73,4.24
8.82,5.76,16.18,5.72,4.56
9.22,5.03,15.73,5.81,4.69
9.12,4.9,15.06,5.76,4.09
