P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1.96,1.81,11.73,2.22,2.21
2.3,1.69,8.25,2.03,1.74
1.8,1.53,8.64,2.0,1.64
1.74,1.54,8.91,2.13,1.83
1.86,1.55,7.95,1.93,1.66
2.52,1.62,7.6,1.91,1.63
1.69,1.55,7.73,2.12,1.77
1.72,1.66,7.9,1.89,1.66
2.52,1.52,8.06,1.91,1.68
1.69,1.54,7.82,1.88,1.76
1.75,2.13,8.4,2.93,2.02
1.71,1.55,8.06,1.88,1.67
2.76,1.62,8.6,1.89,1.66
1.72,2.32,7.68,2.85,2.99
1.71,1.5,7.1,2.04,1.67
1.78,1.61,8.32,1.95,1.65
2.39,1.55,7.2,2.0,1.81
1.7,1.6,7.2,2.14,1.86
1.7,1.55,7.12,1.96,1.68
2.56,2.5,7.06,1.97,1.79
1.65,1.65,7.04,3.13,1.68
1.66,1.63,7.03,1.94,1.65
2.35,2.35,7.21,1.94,1.67
1.71,1.52,7.02,2.07,2.29
1.72,1.59,7.0,1.92,1.57
1.99,1.7,6.96,2.06,1.66
1.66,1.67,7.3,1.89,1.72
1.74,1.57,6.98,2.77,1.56
2.2,1.66,7.14,2.0,1.64
1.65,1.66,7.02,1.96,1.67
1.63,1.6,7.21,2.09,1.67
2.02,1.62,7.05,2.49,1.78
1.63,2.5,7.09,1.98,1.66
1.67,1.57,6.99,1.92,1.62
2.0,1.66,7.0,2.88,1.65
1.7,2.11,7.01,1.94,2.17
1.73,1.51,7.16,1.94,1.59
1.93,1.59,7.25,2.07,1.67
2.46,2.09,7.1,1.87,2.0
1.68,1.59,7.06,1.89,1.6
1.69,1.62,7.36,1.88,1.67
1.91,1.79,7.79,2.35,2.55
1.66,1.69,8.73,1.84,1.64
1.65,1.6,8.96,1.88,1.62
2.36,1.67,8.69,2.18,2.98
1.7,1.65,8.63,1.84,1.61
1.74,1.67,8.31,1.91,1.68
1.73,1.62,8.93,2.73,2.06
2.0,1.97,7.4,1.91,1.65
1.68,1.58,7.5,1.89,1.62
1.66,1.62,7.0,2.87,1.66
2.62,2.1,7.03,1.9,1.69
1.99,1.6,7.08,1.9,1.66
1.71,1.62,7.0,2.44,1.73
2.18,2.05,7.07,1.94,1.6
1.75,1.56,7.65,2.0,1.56
1.74,1.61,7.74,2.07,1.67
1.96,2.06,7.88,1.98,1.7
1.69,1.56,7.88,2.95,1.68
1.72,1.6,8.62,1.93,1.7
1.81,1.96,8.11,2.85,2.73
1.92,1.56,8.7,1.99,1.66
1.69,1.6,8.66,1.96,1.67
1.74,1.61,7.76,2.25,2.14
2.21,1.6,8.46,1.93,1.7
1.67,1.59,8.14,1.9,1.66
1.74,1.69,8.17,1.99,1.98
2.6,1.53,7.84,2.74,1.61
1.85,1.59,7.17,1.86,1.72
1.71,1.61,7.9,1.92,2.8
2.21,1.64,7.42,2.44,1.63
2.04,1.59,7.22,1.89,1.62
1.62,1.61,7.28,1.87,2.14
1.79,1.92,7.22,2.01,1.63
1.73,1.61,7.17,1.9,1.66
1.62,1.57,7.03,1.9,1.84
1.7,2.22,6.94,1.96,1.65
1.73,1.58,7.03,2.26,1.66
1.67,1.59,6.92,1.98,1.74
1.74,1.92,6.92,1.91,1.62
1.64,1.6,6.98,2.88,1.67
1.72,1.53,7.01,1.89,1.75
1.74,2.25,7.25,1.93,1.71
1.88,1.52,7.03,2.74,1.63
