P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
2.08,1.58,7.27,1.88,1.6
1.99,1.56,7.23,2.29,1.64
1.69,2.63,7.05,1.91,2.6
2.5,1.5,7.01,1.85,1.58
1.68,1.54,7.07,2.68,1.63
1.67,2.1,6.98,1.96,2.74
1.78,1.55,6.99,1.87,1.63
1.69,1.59,6.96,2.79,1.58
1.76,2.07,7.02,1.89,1.68
1.79,1.6,7.02,1.93,1.69
1.78,1.56,6.96,2.86,1.6
1.62,2.75,6.96,1.89,1.66
1.68,1.56,7.04,1.9,1.58
2.03,1.56,6.92,3.1,1.62
1.85,2.86,7.04,1.89,1.69
1.82,1.49,6.75,1.93,2.11
1.9,1.56,6.74,1.97,1.62
2.1,2.4,6.73,3.14,1.66
1.7,1.51,7.93,1.9,2.38
1.71,1.58,6.82,1.86,1.62
2.55,2.34,6.81,2.31,1.67
1.67,1.51,6.71,1.84,2.71
1.63,1.54,6.82,1.89,1.6
2.95,1.87,7.0,2.12,1.64
1.6,1.56,6.8,1.87,2.37
1.67,1.58,6.86,1.9,1.57
1.68,2.71,6.8,1.89,1.66
1.73,1.53,6.92,2.0,2.12
1.66,1.54,7.02,1.88,1.78
1.65,2.56,7.13,1.93,1.61
2.54,1.48,6.93,2.63,2.38
1.66,1.57,6.98,1.89,1.66
1.66,2.3,6.95,1.88,1.63
2.38,1.49,6.95,2.62,1.8
1.66,1.57,7.0,1.9,1.6
1.66,1.9,6.99,1.9,1.58
2.69,1.55,7.01,3.06,2.2
1.68,1.58,6.99,1.87,1.61
1.52,1.61,6.8,1.91,1.58
1.68,1.53,7.12,2.33,2.58
1.84,1.56,7.01,1.9,1.61
1.67,1.76,6.78,1.86,1.56
1.75,1.52,6.79,2.12,2.4
1.89,1.51,7.03,1.91,1.6
1.62,2.48,9.99,1.84,1.62
1.69,1.59,7.71,1.99,2.4
1.68,1.62,8.01,1.92,1.66
1.77,2.37,7.98,1.89,1.63
1.86,1.53,7.76,1.94,2.78
1.84,1.55,7.9,2.38,1.61
1.76,2.2,8.42,1.95,1.66
1.83,1.56,8.16,1.87,2.68
1.92,1.57,7.94,2.21,1.67
1.68,2.35,8.37,1.88,1.66
1.65,1.55,8.42,1.88,2.2
3.09,1.58,8.35,2.09,2.47
1.92,2.21,8.04,1.9,1.62
1.77,1.6,7.73,1.88,1.63
1.68,1.52,8.5,2.04,1.73
1.88,1.49,8.42,1.85,1.63
1.61,1.57,7.94,1.79,1.55
1.67,1.62,8.06,1.99,2.31
2.02,2.23,7.72,1.88,1.67
1.67,1.52,7.92,1.92,1.64
2.23,1.62,8.19,1.92,1.66
1.67,1.49,7.83,2.52,1.68
2.71,1.54,8.32,1.88,1.65
1.65,1.55,8.54,1.98,1.73
1.71,1.62,7.93,2.31,1.67
2.01,1.58,7.16,1.91,1.62
1.76,1.52,7.02,1.87,1.73
1.63,2.66,7.27,2.51,1.6
2.5,1.41,6.95,1.89,1.63
1.89,1.6,6.97,1.9,1.85
1.78,1.68,6.73,2.49,1.5
1.81,1.53,6.77,1.87,1.64
1.77,1.54,6.79,1.91,2.74
1.86,1.54,6.8,2.26,1.64
1.68,1.53,6.88,1.89,1.64
1.91,1.71,7.62,1.89,2.54
1.64,1.51,6.79,2.13,1.61
1.61,1.56,6.87,1.91,1.74
1.7,1.72,7.04,1.9,2.15
1.64,1.59,7.24,2.06,1.62
1.69,1.56,7.66,1.91,1.58
1.72,2.56,8.1,1.94,2.46
1.65,1.55,8.64,1.94,1.59
1.65,1.56,8.3,1.89,1.65
1.69,2.52,7.82,1.91,1.71
1.71,1.55,7.31,1.96,1.59
1.66,1.55,7.19,2.46,2.23
1.71,1.69,7.2,1.91,1.7
1.74,1.58,7.11,1.89,1.64
1.65,1.56,7.02,3.25,1.84
1.7,2.21,7.02,1.94,1.55
1.73,1.49,7.02,1.93,1.63
1.68,1.55,7.12,2.27,1.73
1.68,2.6,6.73,1.81,1.55
1.71,1.5,6.97,1.9,1.6
1.66,2.49,7.02,1.91,2.47
1.68,2.34,6.96,1.97,1.61
1.66,1.46,6.96,1.87,1.64
1.63,1.56,7.02,1.91,2.35
1.71,2.26,7.05,2.0,1.57
1.7,1.52,7.03,1.83,1.65
1.64,1.57,6.75,1.93,2.63
2.12,1.86,6.89,3.01,1.6
1.64,1.49,6.78,1.89,1.64
1.68,1.58,8.12,1.9,2.55
1.73,1.8,7.28,2.92,1.61
1.71,1.55,8.07,1.91,1.62
1.64,1.64,7.75,1.93,2.35
1.83,1.62,7.92,2.58,1.55
1.72,1.5,7.57,1.87,1.59
1.59,1.62,9.2,1.92,1.99
2.17,1.54,7.83,2.06,1.63
1.67,1.48,8.21,1.85,1.63
1.62,1.74,8.3,1.89,1.78
1.95,1.62,8.02,2.02,1.55
1.65,1.48,8.13,2.1,1.66
1.6,1.61,8.1,1.87,2.0
2.05,1.57,8.32,1.93,1.65
1.65,1.5,8.91,2.45,1.63
1.65,1.6,7.84,1.86,1.96
1.8,1.52,8.41,1.91,1.58
1.67,1.57,7.83,3.22,1.66
1.72,1.68,7.84,1.88,2.02
1.9,1.63,8.13,1.82,1.66
1.62,1.55,8.25,2.27,1.64
1.67,1.58,8.09,1.99,1.82
1.84,1.6,7.18,1.88,1.63
1.65,1.56,7.7,2.06,1.64
1.59,1.59,7.5,1.96,2.25
1.87,1.58,7.26,1.89,1.61
1.61,1.55,7.08,2.09,2.11
1.63,1.52,7.49,1.84,1.77
2.36,1.59,7.55,1.84,1.6
1.58,1.53,8.05,1.94,1.63
1.61,1.56,7.75,1.94,1.89
2.26,1.61,7.69,3.93,1.58
1.67,1.57,7.47,1.91,1.64
1.66,1.62,7.96,2.49,1.9
2.59,1.58,7.88,1.89,1.59
1.67,1.53,8.03,1.93,1.63
1.67,1.56,8.0,2.14,1.69
1.78,1.58,8.12,1.94,1.66
1.61,1.53,7.9,1.84,1.59
1.68,1.73,8.12,1.93,2.29
1.75,1.61,8.56,1.9,1.61
1.85,1.56,7.72,1.89,1.58
1.63,1.58,7.28,2.04,2.53
1.89,1.57,6.97,2.69,1.59
1.64,1.5,7.01,1.83,1.59
1.73,1.54,6.97,1.81,2.07
2.5,1.51,7.07,2.41,1.61
1.63,1.58,6.98,1.83,1.62
1.64,1.65,7.04,1.89,2.21
2.04,1.56,6.86,2.48,1.54
1.65,1.54,6.83,1.81,1.65
1.71,1.63,6.99,2.08,1.95
1.75,1.62,6.98,2.47,1.63
1.64,1.57,7.05,1.82,1.64
1.68,1.61,7.46,1.91,3.29
1.85,1.57,7.3,2.53,1.62
1.59,1.5,7.31,1.84,1.6
1.66,1.99,8.06,1.94,1.88
1.7,1.59,8.48,2.56,1.7
1.6,1.58,8.64,1.97,1.6
1.67,2.06,8.88,1.9,1.66
2.1,1.52,7.62,2.06,1.66
1.67,1.56,8.06,1.86,1.64
1.67,1.97,8.18,1.88,1.66
2.06,1.61,8.11,2.06,1.72
1.65,1.57,8.25,1.86,1.63
1.64,1.93,8.73,1.83,1.9
1.71,1.59,7.66,2.21,1.59
1.68,1.51,8.08,2.53,1.62
1.69,1.72,7.46,1.88,1.58
1.98,1.53,8.6,1.93,1.69
1.67,1.53,6.86,2.77,1.61
1.72,2.01,6.88,1.9,1.65
2.33,1.53,7.49,1.89,1.61
1.63,1.54,7.03,2.57,1.64
1.71,1.63,6.96,1.88,1.7
2.04,1.57,9.07,1.92,1.6
1.64,1.54,7.58,1.94,1.61
1.73,1.65,7.6,1.84,1.9
2.47,1.61,7.86,1.84,1.6
1.64,1.53,7.71,1.93,1.59
1.66,1.54,8.04,1.98,2.25
2.52,2.23,8.22,1.91,1.63
1.61,1.52,8.18,1.87,1.67
1.7,1.59,7.46,2.54,2.4
2.55,1.65,7.53,1.87,1.6
1.59,1.53,7.11,1.9,1.62
1.66,1.59,7.89,2.78,2.35
2.6,1.73,7.44,1.95,1.62
1.74,1.73,7.07,1.89,1.7
2.24,1.56,7.02,2.69,2.28
1.71,1.63,6.88,1.89,1.64
1.64,1.55,7.37,1.88,1.74
1.66,1.52,7.54,2.22,1.88
1.83,1.61,7.73,1.94,1.56
1.65,1.54,7.95,1.91,1.67
1.67,1.57,7.73,1.98,2.04
1.84,1.63,8.39,1.95,1.56
1.68,1.51,7.92,1.86,1.63
1.66,1.61,8.27,1.92,1.75
1.85,1.55,8.06,2.87,1.71
1.75,1.55,8.17,1.91,1.63
1.67,1.54,8.3,1.88,2.14
1.97,1.58,8.1,3.06,1.57
1.63,1.59,8.03,1.88,1.6
1.69,1.58,7.99,1.96,2.17
2.22,1.57,7.98,1.95,1.55
1.65,1.55,8.32,1.96,1.59
1.65,1.89,8.1,1.89,2.54
1.94,1.54,8.21,1.89,1.55
1.6,1.57,8.3,2.74,1.59
1.63,1.96,8.45,1.87,2.33
1.61,1.5,7.98,1.92,1.58
1.66,1.55,7.83,2.66,1.65
1.73,1.98,7.44,1.85,2.04
1.66,1.52,7.36,1.88,1.64
1.81,1.55,7.04,2.65,1.69
1.7,2.48,7.02,1.88,2.03
1.61,1.55,6.99,1.87,1.65
1.63,1.58,6.79,1.86,1.63
2.85,2.02,6.78,2.5,2.32
1.64,1.53,7.04,1.81,1.65
1.67,1.54,7.05,2.19,1.66
2.16,1.63,6.98,2.52,2.45
1.63,1.6,7.06,1.88,1.6
1.67,1.58,6.84,1.9,1.64
1.83,1.62,7.25,2.2,2.12
1.66,1.66,7.71,1.82,1.62
1.65,1.54,8.46,1.89,1.6
1.89,1.66,8.27,2.17,2.48
1.66,1.59,8.23,1.95,1.61
1.69,1.54,8.47,1.9,1.62
1.92,1.64,7.77,2.06,2.14
1.72,1.64,8.49,1.97,1.6
1.67,1.55,7.98,1.91,1.65
1.71,1.6,8.16,1.91,2.09
2.59,1.59,7.91,1.82,1.57
1.56,1.62,8.06,1.9,1.64
1.77,1.57,7.32,1.89,1.99
2.81,1.63,7.37,1.81,1.63
1.8,1.54,7.45,1.85,1.68
1.65,1.55,7.86,2.53,2.26
2.76,1.54,6.97,1.9,1.64
1.62,1.5,7.29,1.82,3.56
1.73,1.57,7.43,2.39,1.75
2.01,2.35,7.17,1.81,1.7
1.65,1.49,7.02,1.9,1.64
1.68,1.55,7.55,2.0,1.74
2.29,2.17,7.81,1.93,1.64
1.76,1.49,7.02,1.9,1.61
1.61,1.65,7.21,1.9,1.68
2.09,1.63,7.47,1.98,1.67
1.64,1.56,7.75,1.91,1.63
1.68,1.59,7.41,1.85,1.67
1.75,1.59,7.26,1.94,1.7
1.64,1.53,7.92,1.87,1.63
1.73,1.6,7.84,1.94,1.65
1.7,1.53,7.75,2.74,1.62
1.65,1.52,7.7,1.87,1.59
1.75,1.74,8.22,1.9,1.67
1.69,1.58,8.07,2.68,1.54
1.66,1.53,8.2,1.89,1.59
1.74,1.81,8.52,1.87,2.06
1.72,1.59,8.4,2.56,1.53
1.71,1.52,8.22,1.94,1.56
1.64,1.63,8.02,1.87,1.88
