P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
2.5,2.15,13.24,4.7,2.12
2.08,1.71,10.28,4.37,1.88
2.54,1.91,13.89,3.29,2.44
1.89,2.39,9.67,3.9,1.86
2.13,1.66,8.69,3.16,1.83
2.98,2.24,8.43,3.97,2.09
2.04,1.67,8.42,3.42,2.26
1.84,1.67,13.69,3.46,2.04
3.27,1.96,8.57,3.35,2.42
2.19,1.65,8.8,3.16,1.89
3.25,1.76,10.24,3.17,1.71
2.65,1.7,10.52,3.19,2.14
2.51,2.13,9.38,3.26,1.72
1.91,2.12,9.8,3.11,1.79
2.22,2.29,8.64,4.53,2.49
2.04,2.1,8.46,3.42,1.67
1.86,2.02,8.98,3.28,1.72
2.53,1.69,9.21,4.3,1.91
2.38,1.82,9.66,3.85,1.69
1.91,1.89,8.55,3.58,2.62
2.23,1.7,8.49,3.63,1.89
1.88,2.15,8.78,3.56,1.67
2.3,1.63,9.59,4.41,2.22
2.06,2.27,9.46,3.38,1.67
1.9,1.66,10.06,3.11,1.93
2.23,2.07,9.36,3.19,2.02
2.18,1.99,8.45,3.37,1.7
1.88,1.66,8.32,4.05,1.7
1.95,2.16,8.93,4.25,1.81
1.89,1.72,9.02,3.98,1.72
1.92,2.09,8.65,3.11,1.74
2.29,2.76,8.35,3.79,1.78
1.95,1.68,8.55,3.69,1.69
2.17,1.69,9.13,3.06,2.29
2.79,1.67,9.19,3.5,1.69
2.3,2.05,8.72,3.07,1.73
1.91,1.65,8.4,3.81,1.8
2.47,2.19,8.85,4.25,2.31
1.88,2.13,9.99,3.64,2.14
2.4,1.76,9.83,3.17,1.71
2.16,2.17,8.93,3.18,1.72
2.21,1.67,8.38,3.11,1.74
1.98,1.64,8.7,3.42,1.68
1.89,1.92,13.95,3.24,1.67
2.36,1.67,9.08,4.29,2.23
1.9,1.64,9.6,3.52,1.66
1.84,2.31,9.34,3.27,2.24
3.02,1.67,10.14,5.06,1.61
2.15,1.71,13.8,3.11,2.1
1.84,1.73,9.55,3.98,1.86
2.65,1.73,8.33,3.09,1.67
2.16,1.84,13.55,4.03,1.7
2.28,1.66,8.55,3.09,2.16
2.9,1.6,9.16,3.21,1.66
1.87,1.7,9.34,3.12,2.26
1.86,1.68,9.79,3.27,1.64
2.63,1.68,8.79,3.08,1.75
1.82,1.69,8.41,3.4,2.21
1.84,1.65,8.88,3.4,1.65
2.66,2.14,14.02,3.79,1.66
2.2,1.67,9.42,3.08,1.71
2.2,1.59,9.44,3.07,1.73
1.91,2.12,13.85,3.34,2.14
2.18,1.65,8.86,3.1,1.66
2.29,1.66,8.54,4.48,1.67
2.2,1.66,13.64,4.23,1.72
2.37,2.1,8.39,3.85,2.09
2.57,1.69,8.57,3.21,1.82
1.86,1.68,8.87,3.17,1.66
1.93,1.7,13.81,3.32,1.69
1.89,2.43,9.32,4.23,2.55
1.95,1.68,9.4,4.0,1.71
2.28,1.69,9.42,3.11,1.82
1.93,1.7,8.52,3.4,1.72
2.07,1.6,8.52,3.15,1.86
1.92,2.89,8.86,3.27,1.61
2.32,1.61,10.2,3.52,1.79
1.93,1.58,9.31,3.24,1.58
1.8,1.74,13.77,3.57,2.05
2.87,1.69,9.53,3.11,1.74
1.86,1.64,9.37,3.85,1.65
1.88,1.95,13.84,3.12,1.72
2.15,1.63,9.08,5.07,2.17
1.86,1.59,8.47,3.09,2.17
1.91,1.68,8.94,4.76,2.18
2.14,1.74,13.82,4.23,1.67
2.37,1.64,9.43,4.18,1.6
2.17,1.71,9.67,3.07,1.75
2.65,1.66,8.51,3.16,2.19
1.96,1.65,8.49,3.41,1.61
1.91,1.76,8.63,4.28,1.9
1.8,1.74,9.34,3.26,1.76
1.9,1.65,13.46,3.48,1.72
2.33,2.18,15.9,3.18,1.8
2.01,1.64,8.65,4.33,2.12
2.0,1.76,8.86,3.18,1.64
1.86,1.92,9.05,4.27,2.23
1.89,2.09,9.34,3.11,1.67
2.42,2.47,8.48,4.34,2.08
1.83,1.65,8.43,3.11,2.07
2.87,1.62,8.71,3.92,1.86
1.84,1.99,9.63,3.11,1.9
2.44,1.66,9.45,3.22,2.16
1.95,1.68,9.11,3.54,2.12
1.94,2.44,8.35,4.33,1.69
1.91,1.66,8.48,3.4,1.72
1.9,1.58,9.73,4.32,1.68
1.99,2.45,9.58,3.13,2.4
1.89,1.56,8.93,3.18,1.66
2.87,1.7,8.63,3.65,1.7
1.86,2.28,8.83,3.15,1.95
1.9,1.65,9.47,4.72,1.67
1.97,1.69,10.73,3.4,1.7
1.92,1.7,9.51,3.47,1.9
1.89,2.09,8.88,3.06,1.74
1.87,2.23,8.48,3.42,1.9
2.18,1.68,9.06,5.0,1.69
