P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1.86,2.3,13.98,3.16,2.46
1.92,2.1,9.08,3.01,1.59
1.82,1.71,13.67,3.85,1.67
2.34,2.29,13.5,3.32,2.42
1.92,1.67,8.97,3.82,1.66
2.18,1.68,8.77,3.09,1.86
1.8,2.02,9.1,4.02,1.59
2.11,1.65,8.96,3.26,2.1
1.79,2.27,13.34,4.56,2.34
1.91,1.62,9.35,3.11,1.72
2.06,1.64,12.58,3.38,1.68
1.82,1.9,8.41,3.24,2.21
2.14,2.08,13.67,4.25,1.67
2.49,1.97,8.43,3.21,1.89
1.88,1.66,8.39,3.06,2.13
1.86,1.95,10.57,3.1,1.87
2.38,2.14,9.17,3.07,1.63
2.2,1.68,10.4,3.38,2.23
1.93,1.66,9.51,3.05,1.85
2.0,2.58,9.63,3.06,1.82
2.36,1.69,8.47,3.99,2.67
1.92,1.94,8.46,3.04,1.75
2.33,1.79,8.46,4.29,2.14
2.01,1.66,8.51,3.1,1.89
3.09,2.0,9.02,3.55,1.69
1.86,1.67,14.53,3.1,1.74
2.45,1.66,9.09,3.15,1.97
1.81,2.08,10.25,3.15,1.69
1.82,1.91,9.84,3.48,2.11
4.23,1.97,8.54,4.23,1.67
1.86,1.91,8.47,3.18,1.66
2.62,2.09,8.4,4.24,1.72
1.88,2.28,8.62,3.24,1.67
2.07,1.69,9.39,3.42,1.76
1.87,1.93,9.17,3.19,1.91
2.35,2.11,8.91,3.88,1.91
2.18,1.66,8.94,3.08,1.86
2.19,2.2,9.54,3.84,2.17
2.32,1.91,9.75,3.11,2.13
1.9,2.14,13.69,3.75,1.85
1.84,1.87,9.54,3.1,2.33
2.69,1.67,10.44,4.33,1.9
1.87,2.38,9.05,4.25,2.08
2.29,1.6,8.49,3.68,2.24
1.92,1.6,8.63,3.1,1.73
1.97,2.11,9.3,3.2,1.7
1.89,1.7,8.87,3.27,2.5
2.16,2.1,10.22,3.13,1.68
2.39,2.62,10.21,4.3,1.66
1.89,1.67,13.97,3.12,2.6
2.08,1.65,10.99,3.53,1.86
1.95,1.76,10.38,3.4,1.72
1.85,1.65,8.48,3.14,1.94
2.77,1.77,8.39,3.27,1.68
1.86,1.63,10.34,3.13,1.63
1.87,1.81,14.01,3.23,2.06
2.19,1.7,8.74,3.03,1.87
1.87,1.67,9.43,4.83,1.73
2.65,1.75,8.38,3.08,1.78
2.29,1.59,13.73,4.21,1.71
2.52,1.97,8.6,3.42,1.71
1.89,1.89,9.0,3.13,1.87
1.89,1.87,10.5,3.19,1.68
1.89,2.41,9.22,3.15,1.91
2.64,1.91,10.02,3.19,1.69
1.86,1.64,9.99,3.1,1.88
1.95,2.31,8.87,3.76,2.07
1.89,1.6,8.34,4.22,1.71
1.89,2.0,9.87,4.22,2.9
1.92,2.24,13.74,3.14,1.73
1.89,1.66,13.61,3.2,1.64
2.66,1.58,8.98,3.06,2.62
2.05,2.11,8.86,4.24,1.61
2.24,2.1,9.42,3.37,1.75
1.95,1.91,9.33,4.26,1.73
1.86,2.47,11.45,4.06,1.66
2.56,1.65,8.47,4.25,1.76
2.36,1.71,8.51,4.75,1.7
2.39,1.91,8.88,3.04,1.64
2.58,1.64,10.38,3.86,1.62
1.82,1.69,9.81,4.33,1.71
2.62,1.9,8.64,5.17,1.58
1.89,1.67,10.59,3.14,1.69
1.86,2.17,8.55,3.51,1.72
2.44,1.68,9.53,3.15,2.11
2.01,2.14,9.76,3.11,1.78
2.41,1.79,10.32,3.12,1.72
2.0,2.09,8.85,3.96,2.13
1.86,1.73,8.47,4.47,2.52
2.48,1.72,8.47,3.38,1.67
1.85,1.94,13.37,3.43,1.64
1.95,2.01,13.24,3.09,1.92
2.53,1.97,9.26,3.5,2.11
2.25,1.64,8.63,4.23,1.73
2.39,2.29,9.21,3.19,1.92
1.9,2.01,9.94,4.35,1.67
2.14,2.13,13.86,3.17,1.74
2.03,1.63,10.16,3.71,1.77
1.92,1.75,9.11,3.12,1.67
1.9,1.67,9.5,3.47,2.41
2.32,1.77,13.28,3.18,2.1
2.11,2.21,8.38,3.62,2.18
2.19,1.65,8.87,4.23,1.69
1.84,1.74,13.45,3.83,1.73
2.95,1.93,14.26,3.11,2.06
1.85,1.6,8.97,3.5,1.68
2.23,1.71,9.8,3.12,1.72
1.91,3.24,10.36,3.52,1.72
1.86,2.01,9.61,3.12,1.66
2.56,1.59,14.41,3.25,1.96
2.02,1.66,9.69,3.17,1.67
2.1,2.19,8.5,3.17,1.62
1.9,2.03,8.57,3.24,2.21
1.83,1.91,9.81,3.12,1.68
2.7,1.9,13.91,4.35,1.66
1.89,2.11,9.11,4.06,2.07
2.39,1.86,10.79,4.25,1.82
1.85,1.66,14.18,3.54,1.75
1.86,1.76,10.4,3.12,2.27
2.23,2.13,8.56,3.51,1.75
2.04,1.58,8.4,3.11,2.11
1.85,1.58,9.12,3.19,1.74
1.95,1.74,10.48,3.12,1.77
2.43,2.22,9.64,3.1,2.1
1.91,2.06,12.63,3.95,2.21
1.92,1.77,8.45,3.37,2.24
1.89,1.62,8.64,4.88,1.67
2.01,1.67,8.39,4.23,1.74
1.86,1.99,9.21,4.04,1.68
2.34,2.12,9.22,4.63,1.63
2.21,1.65,9.49,3.13,1.73
1.85,1.93,8.47,3.1,1.64
1.9,1.57,8.47,3.19,1.65
2.06,1.72,8.65,4.19,1.72
1.87,1.65,9.72,3.4,1.64
1.94,1.66,8.76,3.39,1.67
2.25,1.81,13.84,3.08,2.33
2.03,1.62,8.54,3.16,1.68
1.94,1.65,8.55,3.08,1.64
1.89,1.81,9.31,3.53,2.74
1.87,1.68,10.91,4.22,1.64
1.89,2.08,9.85,4.01,1.66
1.91,1.69,14.14,3.1,2.07
1.9,1.69,9.65,3.83,1.7
1.92,1.69,9.1,3.12,2.14
1.88,1.84,13.83,5.04,1.71
2.29,1.77,9.91,4.26,1.68
2.35,1.64,8.48,3.85,2.04
1.86,2.15,13.3,3.12,2.06
1.92,1.77,13.63,4.05,1.65
1.88,1.75,8.46,3.11,1.72
1.87,1.84,8.75,4.43,1.67
2.46,1.69,8.97,3.07,1.72
