P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
7.73,5.24,17.27,9.11,4.46
7.71,5.34,17.49,8.86,4.36
7.6,5.35,17.4,9.81,5.02
7.49,5.22,17.23,9.96,4.45
10.52,5.3,17.58,9.91,4.59
7.32,5.2,17.07,12.8,5.43
7.19,5.21,17.45,8.5,4.43
7.35,5.24,17.27,9.39,4.26
7.42,5.35,17.28,10.16,4.61
7.21,5.33,17.27,9.68,4.35
7.42,7.83,17.42,9.02,4.43
7.26,5.48,17.59,9.88,5.16
10.28,5.61,17.25,9.79,4.54
7.29,5.31,17.26,8.73,4.47
7.22,5.51,17.92,11.05,4.4
7.61,5.33,16.69,8.88,4.43
7.35,5.44,17.39,11.49,4.72
7.24,5.35,17.51,8.77,5.64
7.22,5.2,19.34,10.81,4.88
7.38,5.51,17.76,9.22,4.75
7.15,5.2,17.11,10.03,4.94
7.4,5.31,17.12,13.62,4.32
7.32,7.63,17.15,9.57,4.54
7.48,5.19,17.35,9.9,4.43
7.39,5.45,17.28,12.25,5.01
7.62,7.72,17.48,8.78,5.96
10.21,7.64,16.89,8.39,5.0
9.69,7.38,17.67,9.24,4.49
7.39,8.21,17.55,9.38,4.55
7.2,7.66,17.52,12.82,4.92
10.52,5.35,17.46,8.38,5.02
7.53,5.44,19.66,12.12,4.55
7.39,5.29,17.18,10.29,4.51
7.32,5.36,17.43,10.46,4.38
7.34,5.32,17.09,8.77,6.2
7.38,6.64,16.84,8.25,6.71
7.33,5.4,17.62,10.49,4.84
7.39,7.53,17.08,12.18,4.53
7.42,5.42,17.1,8.97,4.31
7.69,7.58,17.55,8.54,4.32
7.41,6.51,21.49,9.85,4.52
10.84,6.51,17.82,10.09,6.42
7.38,6.58,18.25,9.65,4.56
7.57,7.61,17.46,8.83,4.56
7.14,7.56,18.16,8.4,4.67
7.38,6.56,17.4,10.07,6.21
7.28,6.59,17.14,11.97,4.72
7.2,7.46,17.43,10.02,5.3
7.34,7.45,17.61,8.53,4.55
7.37,6.52,17.29,9.35,4.71
7.25,6.41,17.54,10.97,6.46
7.42,6.54,17.3,10.06,4.32
7.35,7.63,17.3,8.49,6.13
7.36,7.47,17.1,8.2,7.13
7.56,7.51,17.03,12.84,4.38
7.39,5.41,17.78,11.03,4.37
7.69,5.32,17.18,10.06,4.4
10.19,5.42,17.42,8.54,4.45
7.46,6.57,17.54,12.29,4.55
7.3,7.43,17.27,9.09,5.12
7.51,6.44,17.35,8.57,7.25
7.11,6.37,19.2,10.81,6.4
7.15,5.44,17.21,8.91,4.43
7.3,7.59,17.42,9.22,4.42
7.21,6.46,17.49,8.66,4.98
7.18,6.48,17.42,8.41,5.16
7.38,5.32,17.57,8.45,5.41
7.62,5.31,17.3,14.28,7.32
7.38,5.36,17.04,11.88,4.44
7.19,6.31,16.87,12.59,6.0
10.27,6.26,16.94,8.67,4.4
7.49,7.64,16.98,8.61,4.45
7.42,7.61,26.63,8.39,5.01
7.39,5.28,25.16,9.13,4.38
7.39,5.42,26.55,9.11,7.01
7.33,5.41,25.32,11.83,6.33
7.39,5.42,20.21,11.82,4.98
10.4,5.42,21.52,12.17,4.97
7.32,5.35,26.02,13.1,4.33
7.26,5.36,18.82,8.34,5.2
10.01,6.46,19.66,9.44,4.46
10.13,5.3,22.84,8.5,4.38
