P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
9.55,5.32,18.21,6.4,4.89
9.24,5.05,15.66,6.0,4.39
9.83,5.1,15.8,5.84,4.36
8.78,5.22,15.43,5.96,4.54
8.58,5.37,17.07,5.93,4.54
8.61,6.23,15.67,5.92,4.79
8.59,6.2,15.85,5.97,5.23
9.34,5.98,15.46,6.39,5.03
9.54,5.7,17.02,6.38,4.68
9.53,5.6,15.45,6.11,4.59
9.61,5.09,15.56,6.25,4.61
9.68,5.07,15.7,6.32,4.46
8.66,5.03,16.35,5.97,4.45
8.58,5.07,15.74,5.92,4.66
8.56,5.17,16.45,5.97,5.67
8.51,5.23,16.7,6.21,5.29
8.99,5.25,15.7,6.2,5.1
9.43,5.58,16.15,6.87,4.58
10.39,6.05,15.95,6.42,4.54
8.89,6.32,16.17,7.05,4.51
9.55,6.05,16.09,7.24,4.56
10.42,5.46,15.87,6.66,4.61
8.53,5.04,15.99,7.01,5.14
9.91,5.27,16.65,7.1,5.67
9.4,5.2,15.78,6.89,4.89
9.15,5.16,16.7,6.95,4.43
9.48,5.11,16.1,6.76,4.37
8.75,5.18,15.76,6.9,4.6
8.6,5.26,15.76,7.07,4.39
8.63,5.31,15.56,6.46,5.66
8.58,6.01,15.84,6.29,6.01
9.17,6.7,15.89,6.13,5.6
9.42,6.17,16.15,6.79,4.43
9.57,6.62,15.95,6.46,4.43
9.12,6.12,15.96,7.1,4.48
9.45,5.28,15.82,7.07,4.38
9.52,5.31,15.93,6.9,4.42
8.55,5.27,15.97,7.07,5.44
8.59,6.23,15.58,6.65,5.06
8.48,5.2,16.0,6.26,4.94
9.76,5.27,16.1,6.26,4.39
9.89,5.28,16.09,5.79,4.41
9.54,5.28,15.89,5.73,4.36
9.08,5.3,16.56,5.64,4.54
9.03,5.33,15.67,5.61,5.21
8.77,8.54,15.51,5.72,5.4
8.52,5.29,15.53,6.27,4.45
8.68,6.06,16.24,5.82,4.4
8.46,6.37,16.67,6.41,4.39
8.69,5.33,16.02,7.07,4.42
8.5,5.02,15.39,6.55,4.44
8.88,5.13,15.45,6.67,4.92
9.04,5.06,16.89,6.93,4.77
9.23,5.1,15.32,6.79,4.49
9.75,4.98,16.05,6.16,4.43
9.5,5.21,15.2,5.92,4.45
9.18,5.41,16.96,8.32,4.42
8.56,5.78,15.86,6.3,4.93
8.43,5.61,15.98,5.88,5.09
8.51,5.12,16.78,5.76,4.42
8.64,5.1,15.88,5.99,4.35
9.77,5.01,16.19,8.92,4.37
9.25,5.04,16.49,5.92,4.46
9.42,5.03,15.39,6.05,4.7
9.59,5.12,15.48,5.89,5.29
9.4,5.76,15.79,5.95,4.43
8.71,6.41,15.46,5.88,4.43
8.18,5.62,14.91,5.93,4.34
8.5,5.08,15.62,5.89,4.37
8.48,5.09,14.48,6.5,4.41
8.93,5.04,15.07,6.07,4.85
9.08,5.09,15.17,6.03,5.5
10.16,5.08,15.45,6.0,4.41
9.81,5.29,16.08,6.35,4.58
8.94,6.1,15.54,7.04,4.38
9.93,6.18,15.34,6.63,4.4
8.66,5.5,16.0,6.76,4.43
9.35,5.11,15.48,7.15,5.73
9.01,5.09,15.52,6.7,5.18
8.97,5.09,15.88,6.4,4.41
9.49,5.02,15.61,5.92,4.41
9.41,5.05,15.47,5.92,4.37
9.15,5.13,15.42,6.13,4.44
8.98,5.58,15.49,5.94,4.79
9.59,5.86,16.16,5.92,5.23
8.37,6.21,16.14,5.9,5.0
8.37,5.89,15.52,5.87,4.41
8.49,5.09,14.96,5.96,6.57
8.23,5.09,14.09,5.97,4.36
8.29,5.42,14.78,5.95,4.39
8.3,5.06,14.69,6.03,4.37
9.26,5.08,14.85,6.95,4.92
9.51,5.05,14.45,6.79,5.29
9.59,5.07,15.11,6.54,4.37
9.72,5.12,15.61,6.9,4.44
9.27,5.39,15.39,7.05,4.4
8.68,6.21,14.64,6.59,4.37
8.56,5.89,14.49,6.52,4.84
8.55,6.18,14.99,5.94,5.52
8.58,5.1,15.48,5.81,4.38
8.59,5.01,16.11,5.9,4.4
8.82,5.02,15.21,5.91,4.31
9.28,5.11,15.0,5.84,4.42
8.83,5.6,15.5,5.92,4.5
