P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.84,4.93,13.97,5.43,4.14
8.32,6.0,13.44,5.55,3.98
8.27,4.88,14.26,5.54,4.81
8.24,4.93,13.76,5.37,4.64
8.29,4.96,13.38,5.39,4.05
8.29,5.68,14.11,5.34,4.13
8.58,5.94,15.19,5.53,4.24
8.74,5.44,13.38,5.96,5.03
9.06,5.05,16.13,6.45,4.2
8.97,5.1,13.59,5.76,4.08
8.63,4.94,13.82,5.54,4.13
9.17,4.95,14.43,5.54,4.58
8.46,4.99,13.9,5.53,4.09
8.8,5.6,13.73,5.54,4.17
8.38,5.61,13.87,6.24,4.13
8.39,7.71,14.4,6.57,4.48
8.39,4.78,13.72,5.8,5.37
8.78,4.84,13.71,5.6,4.35
8.76,4.9,13.6,5.57,4.05
8.2,4.95,13.61,5.5,4.19
8.38,4.96,14.41,5.72,4.54
8.0,5.41,13.64,5.62,4.78
8.03,5.58,13.46,6.14,4.16
7.95,5.47,13.71,6.0,4.19
8.01,4.9,13.73,6.06,4.14
8.04,4.94,13.55,5.56,4.83
8.94,4.87,13.76,5.47,4.79
9.23,4.9,13.63,5.54,4.14
9.01,4.93,13.44,5.56,4.17
8.97,5.2,13.52,6.16,4.23
9.55,5.32,13.93,6.04,4.47
9.08,5.29,13.32,5.74,4.16
8.52,4.95,13.9,5.59,4.1
8.92,4.94,14.23,5.54,4.17
9.11,4.88,13.58,5.58,4.25
8.75,4.89,13.66,5.5,4.66
8.68,5.44,13.66,5.64,4.18
8.3,5.32,13.33,5.77,4.16
8.4,5.61,13.84,5.82,4.35
8.23,4.97,14.13,5.55,4.63
8.28,4.89,13.85,5.57,4.28
8.92,4.91,13.72,5.57,4.18
9.5,4.9,13.95,5.5,4.13
9.3,4.91,13.58,5.64,4.17
9.85,5.77,14.16,5.83,4.64
9.26,5.67,13.77,6.14,4.18
8.54,4.68,14.19,6.07,5.02
8.51,4.93,15.13,6.36,4.15
9.37,4.9,14.2,5.51,4.2
8.91,4.87,14.13,5.53,4.72
