P-256_Time_ms,P-256_Bytes_Total,x25519_Time_ms,x25519_Bytes_Total,p256_mlkem512_Time_ms,p256_mlkem512_Bytes_Total,x25519_mlkem512_Time_ms,x25519_mlkem512_Bytes_Total,mlkem512_Time_ms,mlkem512_Bytes_Total
2.29,0,2.55,0,12.63,0,6.11,0,2.16,0
1.96,0,1.8,0,8.8,0,4.33,0,3.39,0
2.13,0,1.93,0,14.09,0,3.33,0,1.68,0
2.01,0,1.92,0,8.94,0,3.6,0,2.19,0
2.03,0,2.15,0,8.92,0,3.1,0,2.27,0
1.87,0,2.13,0,8.56,0,3.23,0,1.84,0
1.86,0,2.25,0,8.62,0,5.09,0,1.66,0
2.5,0,1.8,0,11.06,0,3.1,0,1.95,0
2.17,0,1.65,0,9.26,0,3.77,0,2.26,0
1.87,0,1.89,0,9.12,0,3.14,0,2.38,0
2.38,0,2.36,0,8.46,0,3.79,0,1.91,0
1.99,0,1.69,0,8.61,0,3.1,0,1.89,0
2.43,0,1.78,0,8.71,0,3.2,0,1.67,0
2.42,0,2.24,0,14.33,0,4.42,0,1.83,0
1.89,0,2.1,0,8.73,0,3.83,0,1.66,0
1.87,0,2.78,0,8.93,0,3.39,0,2.12,0
2.17,0,1.93,0,13.62,0,3.45,0,1.7,0
1.9,0,1.78,0,8.37,0,3.12,0,2.32,0
2.53,0,2.01,0,8.42,0,3.27,0,1.71,0
2.98,0,2.16,0,8.31,0,4.73,0,1.7,0
1.89,0,1.83,0,9.84,0,3.1,0,1.68,0
1.85,0,2.12,0,8.61,0,3.1,0,1.74,0
2.31,0,2.08,0,14.02,0,3.12,0,2.12,0
1.92,0,1.93,0,9.16,0,4.39,0,1.65,0
1.87,0,2.06,0,8.47,0,4.24,0,1.77,0
2.63,0,1.9,0,8.42,0,3.24,0,1.68,0
2.03,0,1.92,0,8.63,0,3.12,0,1.69,0
2.36,0,2.04,0,8.57,0,3.25,0,1.71,0
2.34,0,1.67,0,9.07,0,3.08,0,1.65,0
2.38,0,2.11,0,8.78,0,4.87,0,2.2,0
2.38,0,1.73,0,13.38,0,3.35,0,1.59,0
1.92,0,1.88,0,8.41,0,3.23,0,1.68,0
2.58,0,2.06,0,8.8,0,3.45,0,2.74,0
2.51,0,2.16,0,15.76,0,3.13,0,1.76,0
2.41,0,1.57,0,8.94,0,4.66,0,1.7,0
2.5,0,1.98,0,8.52,0,4.21,0,2.05,0
1.83,0,1.98,0,13.76,0,3.92,0,2.06,0
2.4,0,1.96,0,8.38,0,3.22,0,1.75,0
2.05,0,2.28,0,8.47,0,3.07,0,1.9,0
2.24,0,1.65,0,9.01,0,3.16,0,1.68,0
