P-521_Time_ms,P-521_Bytes_Total,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,mlkem1024_Time_ms,mlkem1024_Bytes_Total
5.38,0,16.0,0,5.01,0
6.42,0,15.66,0,6.04,0
5.69,0,12.12,0,3.82,0
7.18,0,12.37,0,3.67,0
5.24,0,16.09,0,3.57,0
5.11,0,12.8,0,3.38,0
5.4,0,12.16,0,3.67,0
7.65,0,12.11,0,3.62,0
5.05,0,12.67,0,4.67,0
6.48,0,14.25,0,3.17,0
7.0,0,15.4,0,3.58,0
5.17,0,11.99,0,3.42,0
4.92,0,12.08,0,3.94,0
5.39,0,11.95,0,3.11,0
4.88,0,12.11,0,3.34,0
5.09,0,11.92,0,3.06,0
4.91,0,12.34,0,3.7,0
9.31,0,18.67,0,3.74,0
4.96,0,12.94,0,3.39,0
4.92,0,14.22,0,3.29,0
6.23,0,12.41,0,3.12,0
4.99,0,13.96,0,3.41,0
5.24,0,12.51,0,3.12,0
4.93,0,12.02,0,4.1,0
5.12,0,12.31,0,4.48,0
7.8,0,18.82,0,3.25,0
5.02,0,11.93,0,3.39,0
6.25,0,12.23,0,3.29,0
5.0,0,18.23,0,3.21,0
6.43,0,14.33,0,3.15,0
6.2,0,12.0,0,3.55,0
7.44,0,14.94,0,3.27,0
6.21,0,11.81,0,4.89,0
5.08,0,14.49,0,3.16,0
5.15,0,18.2,0,3.11,0
5.05,0,12.4,0,3.14,0
5.07,0,13.89,0,3.17,0
5.66,0,11.85,0,3.77,0
5.33,0,12.39,0,4.54,0
5.0,0,15.3,0,3.82,0
4.91,0,12.39,0,3.31,0
5.08,0,18.23,0,3.83,0
5.0,0,12.58,0,3.56,0
7.16,0,14.46,0,3.12,0
5.02,0,12.18,0,3.19,0
5.37,0,12.16,0,3.16,0
6.17,0,18.19,0,3.74,0
5.03,0,18.57,0,3.19,0
7.11,0,11.93,0,3.23,0
5.11,0,12.06,0,3.81,0
5.17,0,11.94,0,4.43,0
7.31,0,11.8,0,3.41,0
5.16,0,11.92,0,3.13,0
4.93,0,15.99,0,3.1,0
5.34,0,18.3,0,3.43,0
6.16,0,13.02,0,4.48,0
4.96,0,12.86,0,3.35,0
5.1,0,12.75,0,3.18,0
4.93,0,12.69,0,3.34,0
4.95,0,12.88,0,3.12,0
6.45,0,12.2,0,3.35,0
5.03,0,12.09,0,3.54,0
7.01,0,13.09,0,3.14,0
5.22,0,18.7,0,4.11,0
7.34,0,12.24,0,3.4,0
5.05,0,13.81,0,3.56,0
5.01,0,12.19,0,3.5,0
4.94,0,12.58,0,4.48,0
5.29,0,13.17,0,4.64,0
7.14,0,13.96,0,3.22,0
4.86,0,12.68,0,3.85,0
7.37,0,11.82,0,3.55,0
4.95,0,14.12,0,4.97,0
4.86,0,14.33,0,3.6,0
4.91,0,14.23,0,3.13,0
4.96,0,18.59,0,4.89,0
5.23,0,13.03,0,3.14,0
5.01,0,19.71,0,3.25,0
5.09,0,17.42,0,3.08,0
6.38,0,14.62,0,3.17,0
5.29,0,12.03,0,3.15,0
4.93,0,11.89,0,3.37,0
5.21,0,12.28,0,3.14,0
5.33,0,14.29,0,3.73,0
4.96,0,12.18,0,3.28,0
5.05,0,12.13,0,3.15,0
4.92,0,12.17,0,4.77,0
5.1,0,12.29,0,3.17,0
4.95,0,11.99,0,4.6,0
5.16,0,15.19,0,3.13,0
5.03,0,12.19,0,3.42,0
5.2,0,11.84,0,4.69,0
4.97,0,12.29,0,3.32,0
5.16,0,12.12,0,4.46,0
4.93,0,12.4,0,3.2,0
6.28,0,11.83,0,3.16,0
5.01,0,11.87,0,3.32,0
5.01,0,11.96,0,3.58,0
4.96,0,11.91,0,3.29,0
4.91,0,18.75,0,3.54,0
5.27,0,11.86,0,3.47,0
5.0,0,12.66,0,3.15,0
5.06,0,12.13,0,3.17,0
5.44,0,12.17,0,3.14,0
7.16,0,12.15,0,3.13,0
4.93,0,12.04,0,3.77,0
5.36,0,11.93,0,3.62,0
6.3,0,11.88,0,3.49,0
7.53,0,11.89,0,3.23,0
4.92,0,11.92,0,3.54,0
6.38,0,14.27,0,3.33,0
4.99,0,12.1,0,3.13,0
5.22,0,12.51,0,4.9,0
4.95,0,11.95,0,3.58,0
5.44,0,12.36,0,3.11,0
4.97,0,14.05,0,5.26,0
5.58,0,16.12,0,3.2,0
4.95,0,12.41,0,3.19,0
5.56,0,11.87,0,4.44,0
5.08,0,12.11,0,3.19,0
4.94,0,14.11,0,3.7,0
4.99,0,12.44,0,4.47,0
4.9,0,11.75,0,3.31,0
6.55,0,14.14,0,4.18,0
5.19,0,14.43,0,3.37,0
5.0,0,14.04,0,3.18,0
4.94,0,19.43,0,3.19,0
5.05,0,19.81,0,3.27,0
5.23,0,12.6,0,3.06,0
5.05,0,13.18,0,3.8,0
5.22,0,12.06,0,3.15,0
5.15,0,12.98,0,3.2,0
6.19,0,11.87,0,4.08,0
5.71,0,12.57,0,3.13,0
6.19,0,19.24,0,3.83,0
6.23,0,1034.9,0,4.08,0
6.33,0,12.39,0,3.14,0
5.18,0,18.63,0,3.15,0
5.15,0,12.09,0,3.09,0
7.04,0,12.72,0,3.63,0
5.04,0,18.15,0,3.14,0
5.06,0,11.95,0,3.2,0
5.43,0,1023.06,0,3.68,0
5.49,0,11.92,0,3.56,0
4.97,0,12.31,0,3.86,0
5.11,0,11.88,0,3.14,0
5.16,0,12.38,0,4.47,0
4.95,0,11.98,0,4.58,0
5.42,0,14.27,0,4.44,0
4.96,0,18.27,0,3.21,0
5.09,0,11.87,0,3.05,0
7.01,0,11.91,0,4.12,0
5.36,0,11.98,0,4.41,0
7.0,0,17.68,0,4.76,0
6.97,0,12.29,0,4.51,0
4.96,0,14.17,0,3.22,0
6.66,0,16.82,0,3.52,0
5.04,0,23.04,0,4.04,0
4.98,0,16.33,0,3.11,0
5.29,0,14.18,0,3.58,0
4.95,0,12.43,0,3.29,0
4.95,0,14.99,0,3.35,0
5.17,0,14.32,0,3.13,0
5.05,0,13.11,0,3.14,0
5.6,0,18.25,0,3.47,0
5.21,0,12.08,0,3.1,0
4.99,0,14.86,0,4.46,0
4.97,0,14.88,0,3.46,0
5.11,0,14.38,0,3.16,0
4.92,0,12.62,0,8.62,0
5.37,0,12.38,0,4.99,0
4.95,0,11.95,0,3.55,0
7.2,0,1037.7,0,4.85,0
5.15,0,15.23,0,3.12,0
5.1,0,14.03,0,3.72,0
4.97,0,11.79,0,4.44,0
5.24,0,11.92,0,3.98,0
4.91,0,12.02,0,3.23,0
5.27,0,1013.68,0,3.18,0
4.91,0,11.81,0,3.62,0
5.04,0,18.44,0,3.56,0
5.01,0,12.16,0,4.45,0
4.86,0,12.07,0,3.29,0
6.99,0,15.67,0,3.24,0
4.86,0,18.3,0,3.16,0
5.12,0,12.85,0,3.15,0
4.91,0,18.57,0,3.58,0
5.27,0,12.23,0,4.07,0
7.03,0,12.18,0,3.12,0
4.96,0,14.35,0,3.66,0
5.36,0,14.11,0,3.25,0
4.87,0,11.92,0,4.44,0
4.87,0,11.87,0,3.59,0
4.86,0,14.96,0,3.2,0
5.02,0,14.15,0,3.12,0
6.02,0,11.79,0,3.55,0
5.0,0,11.84,0,3.61,0
5.31,0,1038.64,0,3.15,0
4.94,0,14.21,0,3.32,0
4.87,0,18.59,0,3.12,0
5.62,0,13.92,0,3.33,0
5.22,0,12.5,0,3.37,0
5.01,0,12.4,0,3.18,0
5.1,0,12.83,0,1030.1,0
5.09,0,16.29,0,3.32,0
4.94,0,12.12,0,3.16,0
5.04,0,11.93,0,3.12,0
4.84,0,14.65,0,3.62,0
5.07,0,11.96,0,3.55,0
5.03,0,1012.89,0,4.44,0
5.37,0,15.47,0,3.56,0
5.1,0,1021.5,0,3.18,0
5.09,0,12.14,0,3.14,0
5.07,0,12.3,0,3.28,0
5.03,0,14.19,0,3.14,0
5.22,0,14.35,0,4.59,0
5.21,0,14.78,0,3.1,0
4.96,0,14.1,0,4.42,0
5.06,0,11.82,0,3.23,0
5.14,0,14.61,0,3.8,0
5.03,0,18.79,0,3.14,0
5.01,0,15.01,0,3.79,0
5.27,0,12.26,0,3.12,0
4.91,0,12.1,0,3.2,0
4.93,0,12.44,0,3.13,0
5.65,0,12.41,0,3.17,0
4.92,0,14.03,0,3.54,0
5.19,0,12.16,0,3.4,0
5.19,0,12.58,0,3.13,0
4.95,0,14.36,0,3.14,0
5.06,0,12.19,0,4.43,0
4.91,0,11.89,0,3.23,0
5.14,0,1013.33,0,3.17,0
4.98,0,18.2,0,3.25,0
7.16,0,12.19,0,3.17,0
4.97,0,16.95,0,3.56,0
4.86,0,12.48,0,3.61,0
7.01,0,14.05,0,3.6,0
5.17,0,1011.78,0,3.14,0
4.88,0,11.9,0,3.2,0
5.4,0,14.47,0,3.52,0
4.96,0,12.11,0,3.12,0
7.57,0,13.76,0,3.63,0
5.2,0,11.87,0,3.36,0
5.1,0,12.0,0,4.46,0
4.94,0,14.33,0,3.21,0
5.2,0,18.17,0,3.13,0
5.11,0,18.58,0,4.48,0
5.01,0,12.06,0,4.53,0
5.01,0,19.05,0,3.16,0
5.75,0,18.26,0,3.42,0
5.22,0,12.67,0,4.45,0
5.44,0,18.27,0,3.21,0
5.17,0,12.37,0,3.37,0
4.97,0,12.03,0,3.11,0
5.37,0,12.35,0,3.72,0
5.0,0,12.43,0,3.15,0
5.13,0,11.97,0,1011.84,0
5.84,0,13.04,0,1024.47,0
4.95,0,12.09,0,4.44,0
5.24,0,12.39,0,3.17,0
4.96,0,18.59,0,1008.42,0
4.97,0,12.62,0,3.67,0
7.46,0,12.03,0,3.13,0
4.87,0,12.69,0,3.28,0
6.08,0,11.81,0,3.81,0
4.94,0,13.32,0,3.16,0
7.04,0,1013.14,0,3.19,0
4.98,0,11.85,0,3.16,0
5.04,0,12.38,0,3.13,0
5.02,0,12.2,0,3.68,0
8.97,0,1014.65,0,3.64,0
4.84,0,11.84,0,3.16,0
5.2,0,12.18,0,3.13,0
5.78,0,11.9,0,1018.64,0
5.0,0,11.97,0,3.26,0
5.24,0,18.76,0,1008.39,0
4.94,0,11.84,0,4.47,0
7.23,0,11.92,0,3.28,0
4.94,0,13.88,0,3.16,0
4.99,0,12.04,0,3.51,0
4.91,0,18.19,0,3.14,0
4.95,0,12.03,0,3.18,0
5.14,0,11.92,0,3.46,0
5.27,0,11.87,0,4.47,0
7.09,0,1011.63,0,4.61,0
5.07,0,11.72,0,3.15,0
5.03,0,11.75,0,3.17,0
4.89,0,18.51,0,3.15,0
5.29,0,12.04,0,3.1,0
4.88,0,12.27,0,1008.47,0
5.12,0,12.02,0,3.19,0
5.27,0,12.24,0,3.77,0
4.95,0,13.19,0,4.44,0
7.05,0,14.13,0,3.56,0
4.96,0,12.0,0,3.11,0
7.42,0,11.8,0,3.2,0
4.86,0,12.15,0,3.12,0
5.19,0,11.91,0,1009.79,0
4.99,0,12.27,0,3.14,0
4.95,0,14.31,0,1027.6,0
7.3,0,11.87,0,3.14,0
5.01,0,12.01,0,3.14,0
5.7,0,18.64,0,4.44,0
4.91,0,11.86,0,4.75,0
5.1,0,12.06,0,3.63,0
4.92,0,11.87,0,3.14,0
5.97,0,12.46,0,4.59,0
4.97,0,11.83,0,3.37,0
5.02,0,12.28,0,3.13,0
4.9,0,11.81,0,3.96,0
4.96,0,12.59,0,3.52,0
5.59,0,11.95,0,1009.52,0
4.93,0,14.45,0,3.14,0
5.37,0,13.99,0,4.39,0
4.96,0,12.43,0,3.15,0
6.55,0,12.16,0,3.19,0
5.05,0,18.46,0,3.45,0
7.2,0,12.17,0,4.44,0
5.13,0,1037.12,0,3.45,0
7.02,0,11.9,0,3.1,0
5.79,0,18.39,0,1014.08,0
5.09,0,12.09,0,3.22,0
5.58,0,11.74,0,1008.52,0
