P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
5.03,4.68,15.99,8.02,3.17
6.02,3.71,12.76,6.69,2.94
5.05,4.44,13.26,5.61,3.62
7.79,3.71,13.31,5.99,4.17
6.37,3.95,12.78,5.97,3.15
6.33,3.79,12.69,7.73,4.18
5.69,5.08,18.9,6.04,3.55
5.01,3.67,12.23,5.67,2.91
6.78,3.78,12.13,8.27,3.35
5.04,3.75,12.09,8.34,2.9
6.58,5.29,12.34,6.5,3.29
6.52,3.76,13.89,5.61,3.35
5.03,3.83,12.73,5.92,3.18
5.5,5.29,12.12,5.54,3.34
7.19,5.76,12.87,6.17,2.95
7.16,3.65,11.91,5.67,3.84
5.86,3.7,12.03,5.93,2.94
5.08,5.27,12.31,5.72,2.94
5.55,3.8,11.84,5.9,3.22
5.11,3.7,12.03,5.64,2.86
5.41,5.29,11.89,5.62,3.12
6.53,3.64,12.09,7.53,2.91
4.97,4.24,13.12,5.69,4.59
5.68,3.71,12.38,5.93,3.02
5.04,3.75,12.38,5.9,3.0
5.65,3.83,12.39,7.99,3.4
5.12,5.5,13.08,8.58,4.9
5.5,3.78,18.98,6.15,2.97
5.11,3.79,12.37,8.23,2.92
5.02,3.71,19.14,5.52,3.35
5.57,5.31,12.68,6.93,3.34
5.0,3.75,12.0,5.61,3.83
5.89,3.75,11.89,5.94,2.92
5.22,3.71,12.13,5.53,3.43
6.37,3.97,12.22,6.63,3.01
7.45,3.78,12.51,5.55,4.24
7.12,3.9,12.19,8.54,3.02
5.55,3.61,15.34,9.28,2.96
5.13,3.76,18.59,6.42,3.52
7.33,3.83,14.67,5.66,3.48
6.05,5.35,12.06,6.33,4.3
5.03,5.27,12.07,5.81,3.08
6.12,5.8,14.85,5.89,3.01
5.04,3.65,12.04,8.4,3.02
6.13,4.23,12.65,6.77,3.02
5.17,3.69,13.16,6.27,3.41
5.13,4.27,12.61,6.84,2.99
7.48,3.73,18.84,6.49,3.8
5.35,4.03,18.87,6.21,2.96
6.01,3.89,19.22,5.6,3.4
5.12,4.07,12.46,5.78,2.91
5.04,3.69,12.78,5.56,3.38
5.29,3.76,12.61,6.15,3.04
5.1,3.66,12.95,6.86,4.39
5.39,4.99,12.47,8.05,3.0
5.11,3.67,12.74,6.26,3.09
5.05,3.7,12.5,8.24,4.32
5.29,3.72,16.66,5.57,3.38
4.99,4.12,15.43,7.16,3.23
5.73,5.44,14.94,5.69,2.96
5.08,4.05,18.61,5.78,3.9
5.06,3.75,15.76,5.67,2.96
5.33,5.44,12.5,5.55,2.95
5.03,3.68,13.61,6.34,3.22
5.67,3.69,13.31,5.59,4.34
5.03,3.68,14.96,6.07,4.53
7.74,5.87,18.33,5.62,2.94
5.58,3.67,12.49,6.07,3.57
5.05,3.88,14.23,8.03,3.32
6.36,5.34,12.67,6.38,3.05
5.05,4.65,14.33,6.03,3.37
5.93,3.8,14.7,6.29,3.43
5.04,4.34,12.88,6.44,3.33
5.56,3.73,12.5,5.65,3.55
5.03,4.47,12.67,5.52,3.31
5.04,3.62,12.79,6.39,2.98
5.18,3.68,12.54,5.51,3.2
7.12,4.24,18.85,8.85,2.94
5.42,3.92,14.39,10.89,4.08
5.11,3.71,11.97,5.81,2.9
5.12,5.35,11.85,5.5,3.67
7.93,3.81,11.95,6.53,4.18
5.06,5.45,14.63,5.66,3.76
5.06,3.7,13.12,6.17,2.94
5.06,5.41,12.54,5.75,5.44
5.01,3.78,12.51,5.64,2.97
7.28,5.48,15.26,5.91,2.95
5.03,3.67,14.63,5.59,3.61
5.43,4.42,12.95,6.06,3.43
4.99,3.79,13.35,5.59,3.63
5.57,4.39,12.97,6.14,2.94
5.03,3.72,12.64,5.66,2.99
5.55,4.0,15.07,8.23,2.9
5.06,3.72,18.76,6.65,2.93
5.62,3.78,12.22,5.64,3.4
5.07,3.75,18.68,5.75,2.94
5.68,4.11,15.01,6.21,3.7
7.06,3.7,11.9,5.58,2.93
4.98,3.75,18.52,8.71,4.65
5.57,5.34,17.47,6.34,3.35
5.02,3.74,12.55,6.03,3.58
7.94,4.11,12.63,6.45,3.0
5.13,3.68,12.28,5.61,3.39
7.14,5.43,12.35,6.21,3.37
5.81,3.7,12.37,5.64,3.41
5.14,5.45,13.57,5.54,2.95
5.84,5.33,13.46,6.34,3.31
5.0,3.88,18.12,8.06,3.53
5.46,3.7,12.9,5.6,2.95
5.06,4.57,16.8,5.99,3.59
5.72,3.69,12.65,5.67,2.98
5.08,4.61,13.03,8.03,4.43
5.46,3.69,12.73,6.22,4.19
5.05,3.83,19.05,5.59,3.38
5.17,3.69,16.45,5.63,2.97
7.87,3.73,12.11,8.77,3.33
5.05,3.82,12.48,5.63,3.66
5.86,3.75,12.07,5.73,3.37
5.14,3.73,12.64,5.96,3.64
5.29,3.72,12.54,5.58,4.22
7.64,4.02,15.19,6.25,3.22
5.09,3.74,12.82,5.52,3.01
5.47,3.84,12.64,6.12,3.14
5.02,3.71,12.6,5.65,2.99
6.63,3.95,12.19,5.63,3.16
5.04,3.77,12.66,6.19,3.6
5.44,4.14,18.67,6.54,3.06
5.09,3.69,13.4,6.22,3.98
5.49,4.63,18.61,6.82,2.94
5.04,3.67,11.92,6.28,3.15
5.51,4.06,11.93,8.13,2.99
7.12,4.49,11.85,5.59,3.02
5.11,4.12,11.94,6.42,3.66
8.0,3.83,11.9,5.61,2.9
5.11,4.75,11.85,5.87,4.49
5.36,3.67,12.38,6.51,2.97
5.05,3.78,12.56,7.99,3.86
7.1,3.81,12.95,6.28,2.93
5.98,3.69,12.74,5.59,3.85
5.02,3.77,12.79,5.53,2.96
5.07,3.73,13.3,5.93,3.53
5.08,4.29,12.71,5.82,2.89
5.11,3.77,12.83,6.73,2.9
5.75,4.66,13.4,8.04,3.57
5.01,3.74,11.97,8.11,3.02
5.66,3.92,12.12,6.72,2.87
4.99,3.75,14.16,5.67,3.36
5.4,5.38,12.13,6.16,3.32
5.04,3.79,11.98,6.08,2.94
5.06,3.73,18.7,5.61,4.42
7.72,5.31,13.1,6.43,2.9
5.04,3.67,12.41,6.62,4.25
7.83,3.72,12.58,7.06,2.98
5.12,3.89,12.28,6.35,3.78
5.13,3.65,12.22,5.67,2.94
6.13,4.08,13.64,8.28,3.24
5.07,4.47,12.46,6.55,2.96
5.54,5.03,18.66,5.63,2.98
5.1,3.7,11.9,5.61,3.35
5.06,4.21,12.03,6.12,2.95
7.71,3.81,13.41,5.67,4.08
5.08,4.88,12.65,6.24,4.17
5.18,3.73,12.58,5.69,3.34
5.15,3.81,13.13,5.65,3.04
5.2,3.71,15.62,5.63,3.13
7.4,5.52,12.83,6.2,2.98
5.25,5.31,12.86,6.53,3.0
5.2,3.91,13.05,5.65,3.7
7.66,5.29,12.69,6.5,2.95
5.25,4.09,12.6,5.63,4.2
5.48,3.68,15.78,7.16,4.23
5.85,3.85,12.58,7.44,4.19
6.05,3.71,12.74,5.63,3.13
5.11,4.17,12.78,6.52,2.92
7.22,3.68,13.83,5.69,3.68
5.68,4.02,12.87,5.85,4.17
5.14,3.7,13.2,6.08,3.03
5.57,4.04,12.53,5.67,2.95
5.16,3.81,12.0,6.65,3.1
7.17,3.73,13.42,5.67,3.81
5.75,3.69,11.89,7.06,3.33
4.97,3.79,12.09,6.26,3.54
5.24,3.67,18.73,7.49,3.07
5.14,3.71,12.79,6.42,3.12
7.58,3.79,18.37,6.64,3.0
6.06,3.73,12.16,5.62,4.21
5.05,4.56,12.39,6.61,3.0
5.18,3.76,12.59,8.09,4.19
5.49,5.27,12.44,5.57,3.44
5.08,3.75,14.85,6.26,2.98
5.65,3.73,12.26,5.63,3.8
7.39,3.74,11.95,6.29,2.95
5.21,3.7,11.96,5.61,3.13
8.35,3.73,11.97,6.57,3.38
5.15,3.82,12.05,6.23,2.99
5.1,4.51,12.22,6.6,3.32
5.27,3.79,11.95,5.91,3.06
5.06,3.7,11.9,8.28,3.55
7.75,3.83,12.07,5.7,2.96
7.15,3.73,12.36,5.65,3.96
5.11,4.46,11.88,8.32,2.96
5.07,3.68,11.94,5.6,3.04
5.55,4.66,12.61,5.74,3.0
7.33,3.7,11.93,5.63,3.41
5.04,4.5,12.53,5.75,2.96
5.59,3.66,16.02,6.64,2.96
5.01,3.73,12.7,5.7,3.02
5.71,3.68,12.66,5.94,2.94
5.16,3.73,13.27,8.5,3.69
5.01,3.68,18.83,5.59,2.96
7.67,4.3,18.38,6.89,3.2
5.11,3.7,12.56,5.84,3.33
5.56,4.39,12.04,5.52,2.92
5.03,3.75,12.19,6.92,3.33
5.73,3.75,12.05,8.28,3.03
5.06,3.71,12.2,5.57,3.53
5.13,4.56,12.56,8.63,2.94
5.53,3.67,12.05,6.66,3.34
5.1,3.77,11.97,5.64,2.98
5.91,3.75,11.95,7.82,3.3
5.09,3.71,12.12,5.65,4.31
5.8,4.09,11.9,5.82,3.35
7.17,3.75,12.22,7.03,2.95
5.13,3.8,11.96,6.67,3.03
7.55,3.72,11.95,5.73,4.29
5.13,4.49,12.61,5.69,2.97
5.8,3.74,12.44,5.63,4.66
5.05,3.81,12.81,6.83,2.96
5.73,4.49,12.69,8.17,3.2
5.02,4.34,12.84,6.45,2.95
7.64,3.74,12.7,7.21,4.47
7.77,3.96,18.91,5.65,2.97
5.17,4.5,11.97,5.66,2.99
5.13,4.63,12.04,5.88,3.38
5.84,3.7,11.94,5.63,3.01
7.11,4.22,12.24,6.11,3.59
5.61,3.71,11.85,8.04,3.15
7.13,3.7,12.11,5.75,2.99
7.15,4.51,18.74,5.66,3.19
5.66,5.08,12.33,6.08,2.91
5.03,3.71,12.69,6.47,3.61
5.76,4.39,12.71,5.49,3.07
5.13,3.85,12.53,6.21,3.13
5.01,3.78,12.17,8.31,2.97
5.45,3.69,12.67,5.57,3.02
5.08,3.73,12.62,6.1,4.27
5.35,4.02,14.72,5.65,4.21
5.06,3.74,13.03,5.65,3.08
6.12,4.6,12.83,6.4,2.95
5.04,3.73,14.3,8.05,3.92
5.84,4.55,12.09,5.64,4.18
5.09,3.7,12.21,5.96,2.96
5.07,3.93,11.93,5.6,3.19
6.02,3.68,11.9,6.24,3.07
5.05,4.03,11.96,5.57,3.6
5.78,5.28,11.88,6.04,2.92
5.04,3.82,12.03,6.21,3.34
5.12,3.68,11.86,5.59,4.29
5.12,3.68,18.62,6.48,2.95
6.32,3.92,12.96,5.68,3.54
7.11,3.79,13.14,5.61,4.18
4.99,3.68,12.65,6.36,3.04
7.38,3.9,19.07,5.61,2.93
5.81,3.83,12.59,8.1,4.45
7.15,5.29,13.0,7.32,3.01
5.05,3.87,13.12,5.57,2.97
5.78,3.79,14.1,6.5,2.96
7.1,5.5,11.91,7.12,2.92
7.72,5.26,12.26,5.52,3.16
6.16,5.03,12.43,5.53,3.33
7.1,4.58,11.98,5.58,3.03
5.44,3.75,11.87,6.81,2.98
5.09,3.7,12.27,7.02,2.94
7.12,3.7,12.28,6.14,4.94
5.56,3.72,11.96,5.56,2.99
5.21,5.34,12.44,5.72,3.12
5.35,5.24,12.18,5.98,3.46
5.11,4.67,12.25,6.3,2.92
5.51,4.51,12.7,6.08,4.09
5.05,4.82,11.93,6.17,3.34
5.66,3.67,11.98,5.6,3.78
5.11,5.21,12.2,6.37,4.22
6.13,3.71,12.28,5.68,3.4
5.4,6.12,11.94,5.64,2.89
5.6,4.71,12.22,7.19,2.9
5.0,5.28,11.93,5.57,3.39
5.09,5.15,11.94,6.29,2.94
5.08,3.72,12.23,5.6,3.15
5.26,6.4,18.65,5.67,2.87
5.13,4.51,12.72,9.78,2.92
5.13,4.02,12.65,7.66,2.95
6.0,3.7,12.7,6.63,2.94
5.07,4.18,13.31,7.39,3.26
5.98,4.47,21.25,8.25,2.95
5.06,4.0,12.69,6.66,3.01
7.82,3.61,12.67,7.39,3.5
5.08,5.18,12.41,7.11,2.96
5.05,4.48,12.32,6.6,3.56
5.62,5.36,12.5,5.64,2.96
5.48,3.72,12.6,8.81,2.97
5.86,4.47,12.47,7.26,2.93
4.97,3.77,12.34,6.54,2.97
5.52,4.49,12.27,7.82,3.8
7.16,5.55,12.99,5.55,4.3
5.05,4.48,12.19,5.85,3.65
5.39,3.76,12.07,5.7,4.19
5.02,4.2,16.19,5.74,3.85
5.87,3.7,12.7,6.05,3.08
5.05,4.71,12.86,6.76,4.61
5.55,5.26,12.62,5.81,3.03
5.05,5.41,12.84,5.68,3.0
7.29,5.3,13.22,8.3,3.06
5.72,3.69,18.83,8.44,2.94
5.05,4.02,11.98,6.59,3.47
5.46,5.28,11.96,6.14,3.05
5.06,3.92,11.95,5.83,3.01
5.37,3.79,12.0,6.57,3.09
7.12,3.72,12.29,7.43,2.95
5.78,3.66,11.92,5.65,3.2
5.04,3.77,12.24,5.88,3.07
5.97,3.82,19.63,7.54,4.17
7.16,3.74,12.73,5.58,3.15
7.08,4.5,12.59,6.2,4.14
5.64,3.8,18.99,6.97,3.67
5.02,3.76,12.26,5.56,2.96
6.0,4.54,12.26,6.28,3.11
5.09,3.71,12.02,5.64,2.94
5.08,4.24,11.96,5.67,5.01
5.55,3.66,15.98,6.41,2.97
7.12,3.69,12.42,5.49,3.56
6.05,3.67,12.11,5.86,2.96
5.13,3.75,12.56,6.24,4.24
5.37,3.87,12.31,5.6,4.19
5.14,4.51,12.64,6.43,2.97
4.99,4.64,13.35,5.54,3.07
5.37,5.31,12.93,5.71,2.98
5.02,3.66,12.64,5.7,2.98
7.88,3.84,12.67,7.04,3.55
5.03,3.8,13.0,8.32,2.95
5.72,3.72,14.75,5.74,3.22
5.0,3.69,12.73,6.21,3.22
5.53,5.18,12.6,7.24,2.98
5.15,3.79,12.37,5.49,2.99
5.46,3.72,12.59,7.04,2.93
5.05,3.85,12.52,6.61,3.73
4.97,4.56,13.05,6.6,2.96
5.9,3.83,12.61,7.12,3.03
5.06,3.67,12.61,8.0,2.92
5.08,3.96,13.29,6.63,2.95
5.06,3.7,12.68,7.22,3.28
5.24,3.83,12.99,6.57,2.95
5.33,4.47,13.48,8.69,3.26
5.04,3.76,12.78,6.94,4.19
5.33,3.71,13.25,5.54,4.25
5.06,4.13,13.3,6.31,2.97
5.73,3.67,12.9,5.59,2.99
5.19,4.75,12.55,6.27,4.34
5.46,3.71,12.62,8.07,2.98
4.96,3.69,12.12,5.59,3.5
7.2,3.87,11.97,6.27,2.97
5.08,3.86,12.16,5.8,2.94
5.13,3.71,11.96,6.64,3.78
5.24,3.73,12.03,6.46,4.16
7.09,3.84,12.09,5.61,3.54
5.06,3.71,15.0,5.83,2.97
5.44,4.62,13.34,6.03,2.95
7.09,3.71,12.78,5.62,3.05
6.76,4.25,12.87,7.23,2.93
7.72,3.63,18.91,5.7,3.62
6.4,4.63,12.34,6.51,2.96
6.41,3.72,12.68,8.68,4.33
7.71,3.75,12.06,7.78,2.95
4.96,3.71,12.47,6.63,4.23
7.67,3.73,13.4,5.66,4.18
7.57,4.03,12.47,6.38,2.98
6.36,3.72,12.44,5.57,2.89
6.35,3.69,12.52,5.86,4.22
