P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
6.47,4.86,23.11,9.8,3.77
8.0,3.82,12.23,5.7,3.41
7.18,5.16,12.37,6.3,3.21
5.62,4.52,12.3,8.05,3.39
5.16,4.45,19.14,6.13,4.37
5.39,3.9,13.28,6.04,3.36
5.46,4.24,13.59,5.62,3.04
5.26,5.58,12.95,5.81,3.12
7.3,4.76,13.15,5.61,3.25
5.35,3.67,15.1,7.04,4.55
5.5,5.96,15.32,7.53,3.25
6.54,3.72,12.62,5.72,4.4
5.06,5.02,12.38,6.52,4.67
6.64,4.97,18.84,7.27,3.01
5.02,4.45,12.83,5.64,3.78
5.68,3.67,13.07,5.74,3.01
6.32,4.77,12.77,6.05,4.77
7.99,3.63,12.28,5.95,4.2
5.33,4.49,12.66,6.58,4.19
5.22,5.29,12.88,5.64,3.45
5.81,4.21,12.26,6.14,3.05
5.03,4.5,12.11,5.68,3.06
5.82,3.67,18.93,5.64,3.13
5.15,3.75,12.64,6.5,4.46
6.4,4.31,12.0,6.63,3.12
6.89,3.63,12.66,8.3,2.95
5.0,5.45,12.12,7.0,3.67
5.63,3.81,15.0,8.42,3.39
5.07,3.68,12.57,5.63,4.9
5.59,3.73,13.03,5.94,3.39
5.19,3.9,12.75,5.65,2.93
5.08,3.73,14.69,7.3,3.6
6.53,3.75,13.4,6.34,2.98
5.27,3.75,13.07,5.61,4.68
5.4,3.75,12.74,6.03,3.29
5.06,5.35,13.3,8.33,3.66
5.5,5.26,12.8,6.04,3.09
5.15,3.96,19.07,6.5,3.0
5.72,4.76,12.22,6.3,4.82
5.03,4.66,12.02,6.77,2.99
5.46,3.8,12.29,6.74,3.67
7.61,4.08,12.66,5.67,3.0
7.14,5.46,14.97,6.26,4.3
5.15,3.66,13.15,8.24,4.18
5.08,3.78,18.92,8.05,3.65
5.03,3.69,13.27,6.32,3.33
5.73,5.35,12.39,5.66,3.07
6.39,4.52,12.93,7.08,2.95
7.16,4.71,12.02,6.36,3.16
5.81,3.67,12.12,5.6,3.31
6.39,3.67,12.01,6.2,3.34
5.09,3.8,12.16,6.58,3.05
7.47,5.29,12.19,5.84,3.37
5.05,4.46,12.38,8.95,3.29
5.68,4.43,12.13,5.59,2.97
5.1,3.74,12.08,5.69,3.46
6.18,6.72,11.85,6.75,3.35
5.09,4.74,12.83,5.63,3.64
5.12,5.02,12.89,5.76,3.34
5.59,4.21,12.42,7.34,3.75
5.24,4.23,13.15,6.4,3.06
6.03,5.45,12.67,5.67,2.99
5.08,3.71,13.71,5.66,4.42
5.55,3.69,16.09,6.42,3.44
5.12,4.48,12.67,5.55,4.0
5.42,5.43,13.13,8.73,3.35
5.08,3.87,13.01,8.6,3.64
5.22,3.64,12.65,5.55,3.06
6.37,3.82,13.18,6.16,3.03
5.09,4.51,12.65,5.6,3.36
5.25,4.32,12.71,5.8,3.61
6.33,3.72,19.09,7.34,3.05
6.38,3.72,12.01,5.59,4.22
7.21,5.26,12.3,6.61,3.33
5.12,4.3,16.2,5.58,3.64
7.68,5.29,12.83,5.88,4.2
5.02,5.2,13.66,5.8,2.98
5.42,4.44,14.33,5.59,4.24
5.09,4.8,13.16,8.8,3.73
6.34,4.47,12.4,6.33,2.95
5.59,3.81,14.46,8.05,3.0
7.41,3.67,12.64,6.11,3.31
5.05,5.18,13.75,5.71,3.0
5.96,4.48,12.94,5.73,3.15
5.17,4.54,12.45,8.27,3.06
7.34,4.46,12.46,9.12,4.33
6.92,5.96,12.67,6.21,3.41
5.05,3.75,12.59,5.6,3.42
5.6,5.19,13.09,6.32,3.38
6.39,4.47,12.63,5.56,4.03
5.18,4.14,12.34,6.02,3.47
5.06,3.76,18.9,6.94,3.7
5.17,4.6,12.49,8.07,2.97
5.43,5.33,12.53,5.59,3.67
6.38,4.94,12.58,6.34,2.98
5.56,4.14,12.81,5.61,4.19
5.05,4.65,13.31,5.96,3.0
6.24,5.21,19.24,7.15,4.0
5.14,3.63,12.93,5.64,2.92
6.66,5.66,12.55,8.76,3.74
5.09,3.7,12.58,5.98,3.12
6.39,4.11,12.7,5.63,3.28
6.85,3.74,12.69,6.57,2.95
5.15,3.69,12.04,5.65,3.31
6.83,3.74,12.19,7.28,3.15
5.28,3.69,16.13,5.97,3.0
6.41,5.41,18.96,6.56,3.02
6.54,3.76,12.86,6.1,3.01
6.39,4.51,12.99,5.87,3.52
6.82,3.79,12.27,5.56,4.51
6.31,4.26,12.37,6.4,4.93
6.38,3.69,12.49,5.63,2.91
7.45,4.39,11.98,5.64,2.97
5.05,5.0,12.88,7.15,3.14
5.67,6.03,12.52,6.0,3.06
5.06,3.77,12.55,6.59,3.01
5.77,4.62,12.59,5.67,2.97
5.31,3.76,18.76,5.92,3.89
5.53,4.28,13.16,6.56,2.91
5.05,3.77,13.15,5.6,3.35
