P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
10.59,9.96,38.35,15.93,7.79
9.32,5.98,24.21,11.32,4.74
12.66,6.25,19.83,18.95,5.09
9.08,5.87,21.63,12.83,4.55
8.24,7.36,18.68,18.09,4.6
11.97,5.91,22.4,14.09,4.56
7.74,6.08,21.16,12.35,5.07
9.67,7.07,21.18,13.01,4.31
8.16,8.28,18.73,12.65,7.41
9.09,8.77,22.64,12.54,5.12
11.15,7.87,22.5,10.46,5.15
8.37,5.63,22.57,10.56,4.71
9.55,6.0,19.71,10.79,5.39
9.93,5.65,19.76,10.15,6.95
9.85,5.48,25.57,9.35,5.61
10.82,6.45,19.99,10.48,5.79
10.25,5.73,19.23,12.48,5.09
8.19,7.76,19.7,8.46,6.25
12.55,5.66,21.0,8.67,4.46
8.44,6.01,20.73,8.52,6.21
11.48,6.57,19.75,11.63,4.62
12.18,6.64,20.89,8.57,4.5
11.05,7.4,18.27,13.18,6.65
7.72,6.17,18.13,10.28,6.3
10.19,6.02,28.29,9.63,5.32
7.82,6.94,21.25,8.24,4.65
8.97,8.21,18.84,8.43,4.47
8.09,7.1,20.86,10.56,5.67
7.65,5.9,19.45,10.15,6.87
9.45,5.35,19.67,8.53,4.6
7.94,7.0,20.98,10.69,4.7
10.1,7.99,20.02,10.65,4.43
12.29,5.92,20.16,10.26,4.81
7.74,5.44,20.52,8.92,4.62
8.81,5.97,22.1,14.08,4.72
7.65,5.57,20.11,10.73,6.23
7.52,5.63,20.7,10.72,4.51
11.12,5.48,19.7,8.5,4.87
8.79,6.6,31.38,8.67,5.21
7.66,6.51,20.55,9.33,4.68
9.51,8.31,28.47,9.66,8.58
7.76,6.4,23.4,8.53,4.41
10.71,5.67,28.82,10.24,6.23
9.66,7.59,18.2,12.97,4.47
9.09,8.78,19.92,9.24,4.61
7.76,5.88,20.64,11.23,5.32
10.01,5.71,22.14,9.44,4.46
10.48,7.3,19.69,9.09,6.53
11.75,8.14,19.48,10.99,4.38
8.63,7.53,21.01,8.82,4.47
9.99,5.47,20.0,8.35,6.38
12.24,6.95,21.2,9.2,4.62
12.11,6.0,21.41,10.82,4.29
7.8,7.29,25.16,9.89,6.04
12.86,8.89,34.95,9.46,7.02
10.2,7.06,20.58,9.17,4.49
7.8,5.59,21.45,8.64,4.76
10.67,8.26,22.23,13.88,4.58
7.52,8.28,18.71,10.37,6.75
8.76,5.6,21.74,8.55,4.43
10.87,5.69,18.83,9.83,6.4
8.9,5.64,18.5,8.57,4.31
7.6,5.38,17.72,9.55,4.39
9.85,5.93,21.56,12.06,4.58
8.75,5.57,20.67,12.0,6.27
7.78,5.51,22.09,10.32,5.71
11.26,6.84,22.79,10.08,4.45
12.19,5.83,22.16,8.49,8.22
11.64,7.47,19.67,11.75,4.53
7.63,7.85,21.32,9.53,6.94
12.05,7.02,22.07,9.08,4.66
8.82,5.53,21.29,10.68,5.98
10.9,9.82,21.26,8.56,4.31
12.18,5.57,29.81,10.79,5.33
