P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
5.08,6.31,14.3,6.49,2.96
5.12,5.6,15.1,8.03,3.98
5.11,4.41,14.69,7.61,3.2
5.18,3.76,12.87,6.44,3.04
5.09,3.94,12.68,8.07,2.95
5.54,5.78,19.03,5.57,2.98
6.67,5.33,14.15,6.64,3.8
6.38,4.09,14.45,5.56,2.91
7.15,3.82,18.92,8.8,3.03
6.85,4.27,13.48,5.99,2.95
6.32,3.68,18.45,6.6,2.94
5.86,3.77,12.11,6.84,3.25
5.11,3.68,14.26,6.63,2.92
5.97,4.11,12.21,5.8,2.93
5.15,3.73,12.19,6.56,3.11
5.34,3.75,11.89,5.59,2.96
5.06,3.7,11.9,8.71,3.06
5.07,3.72,12.15,6.41,2.99
7.49,3.72,11.91,6.56,4.62
5.09,5.82,11.9,6.4,2.96
6.05,3.79,11.97,5.64,2.97
7.24,6.05,11.91,8.48,3.31
5.09,3.7,12.05,6.17,3.47
5.92,4.41,12.3,6.56,2.92
5.05,4.45,12.24,6.06,3.01
5.73,3.9,12.04,6.62,4.52
5.03,3.72,11.86,5.61,3.1
6.84,3.74,12.07,6.33,4.0
5.08,5.56,14.01,6.47,2.92
7.32,4.56,13.14,6.45,2.95
5.44,3.86,12.71,5.58,2.92
5.46,4.91,15.49,7.11,2.96
5.95,3.7,18.91,7.41,3.39
5.05,3.95,12.31,5.55,2.94
5.31,4.98,14.33,6.66,3.27
7.44,3.97,11.94,5.61,3.08
5.08,4.99,18.39,11.0,3.02
5.58,6.36,12.77,8.19,3.38
5.0,3.79,12.75,7.29,2.94
5.79,4.72,12.38,6.59,3.56
5.1,3.83,12.18,5.58,3.0
5.05,3.91,19.17,6.34,3.0
5.13,4.46,13.61,5.6,3.35
7.35,3.95,12.84,7.32,3.03
5.55,3.73,13.13,7.17,3.09
5.17,3.79,13.63,5.66,2.87
7.59,3.69,18.91,6.17,3.44
5.08,3.9,12.15,5.64,2.95
5.19,3.8,12.82,5.75,3.0
5.09,3.8,14.57,5.87,3.33
