P-521_Time_ms,P-521_Bytes_Total,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,mlkem1024_Time_ms,mlkem1024_Bytes_Total
2072.09,0,645.44,0,8.84,0
18.06,0,26.22,0,8.69,0
18.43,0,25.7,0,7.92,0
18.91,0,1035.0,0,8.02,0
16.79,0,25.93,0,8.2,0
18.02,0,1040.71,0,7.98,0
243.34,0,25.89,0,7.79,0
18.19,0,25.51,0,7.73,0
1040.26,0,23.62,0,7.79,0
17.85,0,23.22,0,7.7,0
18.21,0,24.59,0,7.73,0
19.37,0,23.77,0,7.96,0
17.45,0,24.77,0,7.61,0
16.71,0,24.77,0,8.43,0
17.06,0,24.28,0,8.3,0
16.63,0,23.94,0,8.34,0
1081.67,0,24.87,0,8.88,0
17.88,0,24.6,0,8.79,0
239.41,0,29.16,0,7.66,0
21.26,0,27.74,0,7.97,0
18.05,0,24.64,0,7.9,0
1052.24,0,24.55,0,7.99,0
1077.64,0,24.29,0,8.07,0
18.08,0,27.59,0,8.41,0
237.15,0,23.93,0,8.27,0
41.44,0,23.7,0,8.83,0
21.11,0,24.95,0,9.1,0
1081.41,0,24.27,0,8.82,0
1075.18,0,1034.58,0,8.97,0
17.92,0,255.17,0,8.01,0
2071.94,0,25.03,0,8.64,0
224.54,0,24.0,0,7.99,0
18.01,0,24.25,0,8.06,0
18.16,0,25.69,0,8.03,0
17.79,0,1471.54,0,8.2,0
231.54,0,26.58,0,8.34,0
23.26,0,28.76,0,8.65,0
17.77,0,25.29,0,8.28,0
16.58,0,25.49,0,8.72,0
17.02,0,1303.24,0,8.38,0
241.68,0,1058.23,0,8.21,0
240.59,0,25.82,0,8.64,0
246.0,0,28.68,0,8.74,0
1084.59,0,24.21,0,8.0,0
18.66,0,24.15,0,9.2,0
17.78,0,257.13,0,8.33,0
1086.44,0,26.17,0,8.47,0
18.32,0,27.24,0,8.29,0
238.76,0,30.26,0,10.48,0
20.21,0,1895.81,0,9.27,0
17.86,0,1501.46,0,7.69,0
1259.79,0,26.11,0,7.54,0
1059.79,0,1067.98,0,9.15,0
241.7,0,25.86,0,8.78,0
18.48,0,24.91,0,9.14,0
1254.26,0,24.27,0,8.54,0
18.55,0,25.17,0,8.86,0
243.64,0,29.17,0,8.52,0
19.68,0,24.51,0,9.4,0
17.41,0,24.46,0,8.53,0
17.84,0,24.76,0,8.48,0
18.62,0,24.53,0,8.24,0
17.6,0,24.77,0,8.06,0
1078.15,0,1884.13,0,11.13,0
18.57,0,646.92,0,9.41,0
18.5,0,27.61,0,7.73,0
18.85,0,24.88,0,7.91,0
1057.81,0,29.58,0,8.24,0
19.0,0,1502.02,0,8.31,0
237.35,0,28.32,0,7.7,0
1041.79,0,25.42,0,8.72,0
18.04,0,25.62,0,9.47,0
17.34,0,23.75,0,8.74,0
17.32,0,24.02,0,8.95,0
17.38,0,23.12,0,9.99,0
16.95,0,250.82,0,8.8,0
238.86,0,50.24,0,8.31,0
27.54,0,26.16,0,7.73,0
18.41,0,26.28,0,7.81,0
1888.63,0,25.07,0,8.69,0
19.43,0,25.13,0,8.72,0
20.56,0,28.9,0,10.61,0
239.26,0,25.08,0,8.76,0
18.26,0,24.74,0,8.73,0
21.89,0,27.09,0,7.98,0
18.88,0,1053.49,0,7.98,0
1079.88,0,29.73,0,7.82,0
17.31,0,26.84,0,8.93,0
429.69,0,2092.34,0,7.93,0
23.2,0,26.02,0,1047.99,0
1071.25,0,26.51,0,10.98,0
21.5,0,25.06,0,1047.85,0
17.21,0,24.01,0,9.6,0
17.45,0,25.13,0,9.45,0
1056.76,0,648.93,0,232.19,0
19.52,0,25.8,0,16.35,0
236.88,0,25.64,0,1059.52,0
17.87,0,26.07,0,843.41,0
16.98,0,1094.22,0,1268.87,0
17.41,0,26.26,0,8.4,0
17.77,0,26.45,0,1041.26,0
17.72,0,27.17,0,629.73,0
19.62,0,26.39,0,631.37,0
17.87,0,1272.58,0,8.59,0
227.75,0,27.2,0,1054.45,0
18.6,0,25.86,0,4359.34,0
20.17,0,25.81,0,1055.73,0
19.42,0,26.79,0,9.43,0
244.31,0,26.63,0,8.94,0
240.72,0,26.17,0,8.24,0
1677.16,0,25.99,0,1461.0,0
18.09,0,643.42,0,229.34,0
1056.72,0,30.95,0,1018.52,0
240.5,0,28.55,0,231.14,0
239.62,0,253.04,0,8.54,0
21.27,0,35.49,0,8.57,0
18.53,0,32.11,0,9.09,0
17.98,0,32.27,0,232.44,0
17.69,0,36.96,0,8.51,0
1086.14,0,26.54,0,8.57,0
20.25,0,24.69,0,230.2,0
241.22,0,25.14,0,8.31,0
31.98,0,25.21,0,8.04,0
236.77,0,1503.64,0,228.17,0
32.36,0,26.26,0,27.78,0
1065.53,0,27.16,0,9.02,0
18.13,0,24.46,0,9.09,0
19.12,0,24.95,0,2260.93,0
1086.93,0,23.61,0,8.69,0
17.88,0,23.61,0,8.51,0
1049.15,0,24.71,0,8.44,0
17.86,0,25.55,0,8.67,0
17.15,0,1084.92,0,1047.85,0
2046.36,0,26.31,0,10.54,0
19.68,0,25.54,0,9.81,0
1046.01,0,27.2,0,10.12,0
17.96,0,24.44,0,9.0,0
17.37,0,24.16,0,8.82,0
17.21,0,650.3,0,8.29,0
17.45,0,26.97,0,8.67,0
1035.24,0,3133.01,0,1072.3,0
20.59,0,1089.35,0,8.4,0
17.19,0,26.02,0,8.22,0
17.1,0,1254.49,0,8.98,0
237.08,0,27.06,0,8.55,0
250.24,0,648.54,0,8.5,0
1033.62,0,1276.7,0,8.19,0
242.63,0,27.06,0,8.23,0
17.96,0,25.0,0,7.97,0
1072.02,0,1261.24,0,226.42,0
238.72,0,26.13,0,27.95,0
20.33,0,25.78,0,14.65,0
18.06,0,29.64,0,9.31,0
435.5,0,25.71,0,8.41,0
1054.6,0,24.91,0,8.71,0
18.04,0,25.22,0,9.67,0
17.32,0,13312.78,0,229.4,0
17.1,0,1088.99,0,229.02,0
16.93,0,25.43,0,8.57,0
437.88,0,1254.91,0,8.26,0
19.59,0,1477.9,0,8.58,0
2727.81,0,26.42,0,8.84,0
17.92,0,29.69,0,1066.65,0
238.24,0,23.7,0,10.75,0
41.31,0,23.15,0,11.1,0
17.99,0,257.47,0,225.46,0
1031.38,0,49.02,0,27.95,0
17.81,0,3114.67,0,230.96,0
18.8,0,31.18,0,8.98,0
18.1,0,31.81,0,221.18,0
239.63,0,27.76,0,11.73,0
19.01,0,27.93,0,12.56,0
17.18,0,27.31,0,13.6,0
19.84,0,31.43,0,12.52,0
435.28,0,27.64,0,12.22,0
19.15,0,23.5,0,8.99,0
18.34,0,1080.4,0,8.33,0
17.7,0,30.89,0,8.4,0
17.83,0,259.12,0,632.77,0
17.97,0,46.2,0,1071.89,0
18.38,0,1499.06,0,9.21,0
17.89,0,2277.56,0,9.56,0
17.56,0,26.91,0,10.32,0
17.69,0,25.03,0,10.02,0
17.69,0,25.3,0,230.98,0
17.67,0,1080.73,0,8.54,0
17.85,0,26.02,0,8.5,0
1042.86,0,25.35,0,8.92,0
241.81,0,23.35,0,8.61,0
31.04,0,23.16,0,9.29,0
1085.83,0,24.08,0,9.71,0
18.25,0,1037.07,0,9.93,0
18.35,0,256.83,0,9.67,0
17.89,0,2501.72,0,1043.58,0
16.17,0,26.07,0,9.4,0
434.5,0,26.49,0,9.78,0
1035.25,0,26.98,0,12.76,0
17.64,0,24.27,0,12.38,0
16.75,0,23.46,0,8.18,0
17.3,0,1285.16,0,8.75,0
18.04,0,27.34,0,8.46,0
17.44,0,25.73,0,230.44,0
17.52,0,27.75,0,28.02,0
431.14,0,24.65,0,12.07,0
18.51,0,255.0,0,11.8,0
6585.03,0,255.16,0,12.05,0
18.0,0,26.85,0,11.99,0
17.32,0,1297.04,0,4118.7,0
1033.99,0,26.69,0,8.59,0
17.94,0,26.21,0,229.83,0
16.9,0,24.0,0,1264.48,0
239.0,0,25.01,0,9.52,0
1084.06,0,24.15,0,9.48,0
18.13,0,26.16,0,2037.91,0
17.43,0,26.62,0,2100.21,0
16.97,0,25.77,0,8.19,0
16.1,0,852.52,0,7.97,0
1036.66,0,27.65,0,8.14,0
17.98,0,1091.77,0,1019.36,0
18.34,0,25.49,0,13.58,0
