P-384_Time_ms,P-384_Bytes_Total,x448_Time_ms,x448_Bytes_Total,p384_mlkem768_Time_ms,p384_mlkem768_Bytes_Total,x448_mlkem768_Time_ms,x448_mlkem768_Bytes_Total,mlkem768_Time_ms,mlkem768_Bytes_Total
8.57,0,5.09,0,16.33,0,5.85,0,4.48,0
8.31,0,4.87,0,14.75,0,5.98,0,4.21,0
8.31,0,4.81,0,14.68,0,7.21,0,4.16,0
8.32,0,4.86,0,14.8,0,5.65,0,4.46,0
8.38,0,5.07,0,14.06,0,5.68,0,5.23,0
8.87,0,5.27,0,14.43,0,5.98,0,4.26,0
9.74,0,5.29,0,15.13,0,6.19,0,4.28,0
9.07,0,5.38,0,15.33,0,6.08,0,4.43,0
9.22,0,4.94,0,15.12,0,6.22,0,4.55,0
8.94,0,4.9,0,15.46,0,6.82,0,4.72,0
9.89,0,4.9,0,14.95,0,7.31,0,5.34,0
8.88,0,5.17,0,15.44,0,6.63,0,4.45,0
8.89,0,5.68,0,15.3,0,7.33,0,4.4,0
8.38,0,5.69,0,15.3,0,6.42,0,4.67,0
8.7,0,4.94,0,15.14,0,6.36,0,4.37,0
8.34,0,5.11,0,15.41,0,7.43,0,4.65,0
8.32,0,4.95,0,14.88,0,6.3,0,4.54,0
9.64,0,5.05,0,14.97,0,5.93,0,5.16,0
8.59,0,5.1,0,15.22,0,6.27,0,4.68,0
8.74,0,5.29,0,15.15,0,5.93,0,4.69,0
10.71,0,5.36,0,15.27,0,6.38,0,4.41,0
9.04,0,5.23,0,15.0,0,5.9,0,4.36,0
9.73,0,5.59,0,15.47,0,5.92,0,4.61,0
9.02,0,5.92,0,15.22,0,5.87,0,4.46,0
8.55,0,6.64,0,14.48,0,5.83,0,5.08,0
8.51,0,4.97,0,14.94,0,5.88,0,4.83,0
9.26,0,4.91,0,14.8,0,5.87,0,4.43,0
8.99,0,4.96,0,14.39,0,5.88,0,4.3,0
9.16,0,4.98,0,13.92,0,5.93,0,4.3,0
9.8,0,5.08,0,13.91,0,5.95,0,4.31,0
8.89,0,5.16,0,14.65,0,6.14,0,5.04,0
10.31,0,5.54,0,15.66,0,6.43,0,4.34,0
9.14,0,5.53,0,15.28,0,6.36,0,4.43,0
8.55,0,5.64,0,15.31,0,6.38,0,4.47,0
8.92,0,4.92,0,16.43,0,6.97,0,4.41,0
8.54,0,5.14,0,15.37,0,7.12,0,4.43,0
9.27,0,5.03,0,15.17,0,5.72,0,4.55,0
9.1,0,5.12,0,13.6,0,5.79,0,4.74,0
