P-521_Time_ms,P-521_Bytes_Total,p521_mlkem1024_Time_ms,p521_mlkem1024_Bytes_Total,mlkem1024_Time_ms,mlkem1024_Bytes_Total
5.79,0,15.97,0,3.68,0
6.54,0,12.79,0,5.45,0
5.1,0,12.46,0,4.42,0
5.13,0,12.1,0,3.8,0
5.0,0,15.51,0,4.4,0
5.34,0,19.22,0,3.64,0
5.4,0,12.17,0,4.47,0
4.97,0,12.07,0,3.3,0
6.71,0,12.18,0,3.67,0
5.44,0,11.85,0,3.79,0
5.17,0,12.43,0,3.87,0
5.18,0,14.31,0,3.15,0
4.96,0,14.76,0,3.06,0
5.35,0,12.27,0,3.34,0
5.08,0,12.09,0,4.45,0
5.38,0,14.54,0,3.56,0
7.61,0,14.25,0,4.52,0
4.95,0,12.26,0,3.33,0
4.99,0,13.23,0,3.42,0
5.53,0,13.16,0,3.12,0
5.11,0,11.92,0,3.49,0
7.01,0,12.22,0,3.69,0
7.13,0,12.29,0,3.58,0
5.3,0,12.31,0,3.19,0
6.37,0,12.21,0,3.7,0
5.13,0,14.09,0,3.23,0
4.93,0,12.61,0,3.54,0
5.25,0,11.99,0,3.15,0
6.01,0,11.86,0,3.14,0
5.36,0,11.88,0,3.62,0
5.01,0,18.5,0,3.32,0
5.31,0,12.27,0,3.23,0
4.92,0,12.19,0,4.03,0
7.8,0,12.56,0,3.23,0
4.91,0,19.29,0,4.5,0
8.01,0,18.27,0,3.19,0
7.1,0,12.12,0,4.56,0
4.96,0,12.09,0,3.58,0
5.26,0,12.36,0,4.49,0
4.96,0,12.47,0,3.15,0
5.06,0,12.02,0,3.33,0
4.9,0,12.05,0,3.14,0
5.17,0,11.91,0,3.1,0
7.0,0,11.91,0,3.57,0
4.96,0,19.24,0,3.16,0
7.0,0,11.87,0,3.53,0
5.04,0,12.36,0,3.27,0
4.98,0,11.8,0,3.17,0
4.95,0,12.33,0,3.17,0
5.26,0,11.82,0,3.53,0
5.15,0,12.09,0,4.12,0
5.14,0,11.91,0,3.52,0
4.95,0,11.98,0,3.21,0
5.15,0,11.94,0,3.39,0
5.12,0,11.82,0,3.05,0
5.17,0,12.15,0,3.05,0
4.97,0,11.95,0,3.53,0
5.36,0,11.98,0,4.93,0
7.08,0,13.17,0,3.04,0
5.0,0,12.53,0,4.08,0
5.04,0,13.72,0,4.67,0
5.16,0,12.67,0,3.6,0
