P-521,p521_mlkem1024,mlkem1024
5.38,18.87,3.71
5.29,12.59,3.25
4.93,12.64,3.85
5.44,13.04,4.43
6.88,12.34,3.96
5.34,12.41,3.91
4.99,13.15,3.12
7.18,12.07,3.17
5.88,13.16,3.16
7.08,14.76,3.13
5.58,11.94,3.18
5.0,12.37,3.34
5.62,13.13,3.51
5.01,12.72,3.48
5.0,12.65,5.09
7.32,14.71,3.72
6.97,12.29,4.95
6.1,12.48,3.6
4.98,13.98,3.25
5.0,12.66,3.48
8.62,12.89,3.77
7.42,12.41,3.75
6.48,12.47,3.45
6.97,13.11,4.73
6.42,12.48,4.94
5.7,13.05,4.19
9.26,12.88,4.92
4.96,13.02,3.62
5.7,13.52,5.26
4.94,14.31,4.04
5.37,12.7,3.53
4.98,12.67,3.77
5.93,12.99,3.4
6.19,12.14,3.52
6.86,12.27,3.45
6.27,11.94,3.23
4.9,18.77,3.21
5.8,18.85,3.41
5.0,12.25,3.28
5.09,11.94,4.97
7.36,18.68,3.14
4.98,12.67,5.29
7.54,12.46,3.26
4.99,12.63,3.4
5.63,11.84,3.14
6.27,11.9,3.2
4.94,12.12,5.5
5.28,12.19,3.17
4.92,12.02,3.33
5.64,19.0,3.27
4.91,12.39,3.29
5.68,18.8,3.48
4.92,11.98,3.33
5.64,13.08,3.73
4.92,11.76,4.42
7.19,16.33,3.53
5.2,12.59,3.14
7.04,12.45,3.73
4.94,12.39,3.06
5.25,12.52,3.14
5.04,19.28,3.24
6.84,12.37,3.04
4.99,12.3,4.78
5.88,12.27,3.25
7.05,11.78,4.28
5.06,13.15,3.14
5.01,11.97,3.44
5.08,12.32,3.8
4.99,12.65,3.21
4.99,12.7,3.3
7.59,12.8,3.21
4.98,12.55,3.66
7.29,12.48,3.23
6.78,12.73,4.44
4.95,12.71,3.17
5.63,12.47,3.57
4.96,12.74,3.17
7.07,12.48,3.54
5.72,13.14,3.6
4.91,12.53,3.06
5.78,12.44,3.66
4.97,12.41,4.56
7.03,12.29,3.82
5.59,14.44,3.23
4.93,12.65,4.42
6.76,12.85,3.12
4.94,13.34,3.22
5.97,19.58,3.19
5.16,11.95,3.38
4.92,11.88,3.87
5.46,11.9,3.23
7.06,12.36,3.29
5.29,12.12,4.3
4.97,12.38,3.19
5.26,12.36,4.14
5.07,11.91,3.86
5.01,11.83,4.37
4.98,11.84,3.18
7.05,11.78,3.53
5.46,11.97,3.31
4.92,11.73,3.49
5.8,11.83,3.32
5.0,11.8,4.18
5.33,11.71,3.14
4.89,11.8,3.78
5.27,12.04,3.55
7.02,11.78,3.9
4.96,12.44,3.19
4.94,18.68,5.39
4.97,12.79,4.65
7.37,12.62,3.23
4.92,12.84,3.19
7.58,13.1,5.46
4.96,12.58,3.37
7.13,12.51,3.24
5.61,18.79,3.77
4.97,13.13,4.01
5.68,12.7,4.41
4.96,11.8,3.87
5.87,18.7,3.48
4.94,18.84,3.66
5.73,14.41,3.32
4.85,13.52,5.65
5.62,12.33,3.17
4.92,12.29,4.04
5.67,11.97,3.21
7.04,12.21,3.15
4.98,12.03,3.15
5.28,18.79,3.65
7.02,11.89,3.06
5.69,11.9,4.01
4.99,12.04,3.31
5.58,11.9,3.35
6.24,11.81,3.07
6.37,11.82,3.15
5.61,11.71,3.07
4.89,11.83,3.31
5.05,11.83,3.15
5.04,11.77,3.46
7.4,14.41,3.59
7.0,12.64,3.58
5.21,13.03,4.42
5.03,12.37,3.7
4.99,13.34,3.32
5.04,12.6,3.34
4.98,12.5,3.17
5.26,18.84,3.14
6.97,12.58,3.27
5.52,17.62,4.9
4.92,12.62,3.51
5.8,12.72,4.56
7.06,12.01,3.78
5.05,13.87,3.3
5.65,11.94,3.43
7.03,12.25,3.25
5.12,13.27,3.35
7.05,12.38,3.11
7.0,12.29,3.27
6.81,19.17,3.16
5.01,18.75,3.15
5.09,12.09,3.48
4.98,11.86,3.17
4.93,12.27,3.74
5.86,12.5,3.33
6.25,12.82,3.92
6.01,17.18,3.11
4.96,19.07,4.45
6.39,12.58,3.2
5.59,12.31,3.14
4.95,12.08,3.64
5.65,12.29,4.43
4.99,12.24,3.45
5.09,11.8,3.15
5.68,11.78,3.2
4.88,18.69,4.24
5.39,13.58,3.32
4.96,12.49,3.14
5.38,13.18,3.65
7.04,13.61,3.14
5.08,12.36,3.61
7.12,12.7,3.09
4.92,12.16,3.12
5.26,12.47,3.54
5.01,12.15,3.14
5.47,12.3,3.91
4.87,18.38,3.07
5.65,12.1,4.49
4.98,19.16,4.44
4.95,19.05,3.11
5.02,13.0,3.07
4.96,12.63,3.1
5.18,12.45,3.35
4.95,13.31,3.12
6.75,12.63,4.08
4.98,12.51,3.08
5.6,11.82,3.05
4.95,12.18,3.29
5.51,11.84,4.47
7.08,12.07,3.75
7.13,11.84,4.88
5.03,12.43,3.56
5.01,11.87,4.34
7.58,11.84,3.32
4.88,12.02,3.49
5.53,18.76,5.09
5.01,12.78,4.73
5.08,13.01,4.33
5.18,18.78,3.21
5.01,12.23,3.86
5.3,11.89,3.18
4.93,12.48,3.74
5.49,12.27,4.63
4.92,12.11,4.53
5.55,11.87,3.44
4.93,18.34,3.66
6.74,12.5,5.08
4.97,12.4,3.32
5.41,12.62,3.67
4.96,12.67,4.54
7.09,13.7,3.35
5.07,12.48,3.6
4.93,12.47,4.16
5.39,14.74,3.4
4.94,12.54,4.02
6.32,14.2,4.03
7.25,15.71,4.92
5.08,11.9,3.38
5.15,12.42,3.6
4.9,15.23,3.74
6.18,12.23,3.81
5.13,18.87,3.49
6.8,12.7,4.68
4.96,12.55,3.46
7.12,14.39,4.08
7.62,11.95,3.77
4.97,12.07,3.17
7.25,11.83,3.19
7.55,11.8,3.14
4.93,11.93,3.79
5.66,14.39,3.81
7.03,12.15,3.83
5.21,14.57,3.37
4.96,12.11,4.94
4.93,18.82,5.17
5.0,13.48,3.61
4.93,19.0,3.77
5.83,12.45,4.92
4.93,13.09,3.78
5.7,12.26,3.4
7.08,12.29,3.65
4.93,12.81,3.21
5.81,13.14,3.31
5.03,19.36,7.28
6.7,11.82,3.22
4.93,11.94,4.64
5.03,13.24,3.63
4.93,12.74,3.71
6.2,12.69,4.07
5.3,12.85,5.32
5.37,12.95,3.1
5.63,13.46,5.25
4.87,13.07,3.16
4.99,12.39,5.63
6.3,18.94,3.22
6.3,13.15,3.2
5.7,12.29,3.19
4.98,18.77,4.04
5.82,12.36,3.12
4.92,12.32,3.93
5.97,13.46,4.58
4.86,12.67,5.45
5.16,12.16,3.96
6.27,12.65,3.62
4.86,12.25,3.35
7.05,12.46,3.25
4.88,13.32,4.81
7.63,14.71,3.54
5.02,12.78,5.31
6.98,12.76,3.59
5.69,17.65,3.7
4.96,12.05,3.19
5.67,14.82,3.86
4.99,14.06,3.56
6.98,11.92,3.8
4.93,18.97,3.83
6.22,14.96,3.3
6.95,12.24,3.22
4.95,12.74,4.93
4.98,12.51,3.31
7.08,13.04,3.14
4.93,13.23,3.86
5.61,12.62,3.51
4.91,12.89,3.6
5.43,13.9,4.46
5.02,12.45,3.2
5.43,12.65,3.44
4.95,12.18,3.18
5.03,11.95,3.11
4.9,11.93,3.12
5.26,11.91,3.13
4.97,18.31,4.47
5.31,12.66,4.21
5.0,12.46,3.18
5.37,12.53,3.6
5.01,12.36,3.18
5.34,12.59,3.29
7.33,12.73,3.08
4.92,12.86,3.17
